step,wall,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,kl,line_search_success,mean_reward,min_JT,policy_objective,std,value_loss
294912,105.58266239099976,,,,,,,,0.015869140625,0.006686276276509225,1.0,-0.7737757563591003,0.20022499460702115,0.03214765517281207,0.22462574969639518,111.3871841430664
303104,108.35001678399931,,,,,,,,0.0135498046875,0.006411536167912726,1.0,-0.3737742602825165,0.19746748340387887,0.031280507543503325,0.22008417668273117,84.79317474365234
311296,111.17772131899983,,,,,,,,0.010009765625,0.005691939825134056,1.0,0.02349708415567875,0.2143487097268022,0.031191951186127345,0.21661213704855414,56.06494903564453
319488,113.85568701399916,,,,,,,,0.011962890625,0.006461698807182257,1.0,0.03260909765958786,0.18714514657270698,0.03307715331507953,0.212428211399107,57.636077880859375
327680,116.59925963499973,0.001093981838455771,0.2496877979490515,0.23998901181635157,333,199.93775911401974,22.8,nan,0.0107421875,0.00691986113479065,1.0,0.19249308109283447,0.21589628360986013,0.03482266643355342,0.20732310149956135,45.13898849487305
335872,119.41704478299926,,,,,,,,0.007080078125,0.005932458955351492,1.0,0.4074055850505829,0.19068100936430354,0.032442766148513574,0.20426337673095907,26.959686279296875
344064,122.01358142799927,,,,,,,,0.0064697265625,0.00596972210991851,1.0,0.44163984060287476,0.20454122233012406,0.030989449726841343,0.20160330238619398,23.046472549438477
352256,124.6303891109992,,,,,,,,0.0059814453125,0.006760762299282803,1.0,0.49828270077705383,0.22443191144345953,0.03246934584943183,0.19904975966046867,18.848838806152344
360448,127.36682003399983,,,,,,,,0.0067138671875,0.00660102065026595,1.0,0.5253028273582458,0.20878724878254917,0.033433707025673574,0.19593911051194113,19.20918083190918
368640,130.20996683399972,,,,,,,,0.0079345703125,0.0059885888892308985,1.0,0.5315178632736206,0.14224391601859931,0.03316005295823711,0.1928595927797923,23.03656005859375
376832,132.8696143419993,,,,,,,,0.005126953125,0.006134734903454717,1.0,0.551701009273529,0.16302212724845455,0.03383707843366144,0.1919449415321505,13.181353569030762
385024,135.56001297299917,,,,,,,,0.006103515625,0.0066346270256656716,1.0,0.5922850370407104,0.20599045086286905,0.03396244944167568,0.18938235809971132,14.344164848327637
393216,138.24788367499968,0.0011264066794394179,0.24504033034628958,0.24057533136110876,333,199.46253859028178,49.2,nan,0.00390625,0.006500538046820742,1.0,0.55058753490448,0.17390474599346428,0.03356417585546575,0.18856764687513766,8.226507186889648
401408,140.9749328379994,,,,,,,,0.006103515625,0.0069511186736970956,1.0,0.6120882630348206,0.18345782223942964,0.03496244157629533,0.1860074535968167,11.724575996398926
409600,143.67759314699924,,,,,,,,0.00439453125,0.006755366302185095,1.0,0.5809379816055298,0.19996440369083002,0.03283771011789312,0.184950847423085,6.485656261444092
417792,146.38649663199976,,,,,,,,0.004150390625,0.00682974967045441,1.0,0.5839697122573853,0.19982617171897998,0.033774387683293966,0.18378482218919637,6.103236198425293
425984,149.09192508599972,,,,,,,,0.0047607421875,0.006614330776113594,1.0,0.5972521305084229,0.19811106648324284,0.03248476902677679,0.18182111910091361,6.804873943328857
434176,151.77187032599977,,,,,,,,0.0047607421875,0.006698380110490112,1.0,0.6424760818481445,0.18989703318143358,0.03138752206132456,0.1797255605180287,6.786729335784912
442368,154.5374185569999,,,,,,,,0.0042724609375,0.0069185172508946366,1.0,0.6010521650314331,0.18472635585738284,0.033642232661122706,0.1780140589201296,4.396576881408691
450560,157.1522209649993,,,,,,,,0.00390625,0.006645618783973054,1.0,0.5817357897758484,0.20817053733688806,0.03182716808119192,0.17792828082341972,3.466933488845825
458752,159.81306376299926,0.0009220080857796908,0.24629804882640194,0.24309853340205523,333,198.55590733298772,49.2,nan,0.0037841796875,0.006886499273506359,1.0,0.6013250350952148,0.17617512133555846,0.034352199313783464,0.1767782893961556,3.3638031482696533
466944,162.74077796499932,,,,,,,,0.0040283203125,0.007000248420302142,1.0,0.5874354839324951,0.20088971149317292,0.03210956102983297,0.17581970004420233,3.396095037460327
475136,166.0878065299994,,,,,,,,0.0042724609375,0.006791032584955573,1.0,0.6293481588363647,0.17539665538087124,0.0321833367134887,0.17451187137608107,4.020262718200684
483328,169.53192563599987,,,,,,,,0.0040283203125,0.007853547544326359,1.0,0.6278296113014221,0.181026766262387,0.03439017060746925,0.1736378911055866,3.932175874710083
491520,172.87559471999975,,,,,,,,0.0037841796875,0.00699800238890858,1.0,0.6032616496086121,0.21394014816516937,0.029868925069318916,0.17248133384387326,2.7098450660705566
499712,177.72761911699945,,,,,,,,0.00390625,0.0073907788139607545,1.0,0.6066550016403198,0.20503735790750766,0.030356086534830302,0.17102165668290262,3.1955814361572266
507904,181.20364400399922,,,,,,,,0.00439453125,0.007161374967086061,1.0,0.6437093019485474,0.20884930358524156,0.029826359549721692,0.1693768099901174,3.829463243484497
516096,184.6447762079997,,,,,,,,0.0040283203125,0.006819218965200726,1.0,0.6280120611190796,0.20578398541740484,0.0290793696643524,0.16789759911810767,2.9244487285614014
524288,187.9925343169998,0.0009264392805962141,0.24725687471845892,0.24192122065782595,333,199.7427021036278,35.4,nan,0.00390625,0.006730934367381793,1.0,0.6267969608306885,0.20247055605030362,0.028024391908278788,0.1672021472423269,2.329130172729492
532480,191.41651602799993,,,,,,,,0.0035400390625,0.007087496115372911,1.0,0.5955195426940918,0.20019457083777725,0.03303239933422506,0.16654877950802396,2.292767286300659
540672,194.8478644779998,,,,,,,,0.00341796875,0.008052131294382318,1.0,0.6082404851913452,0.18077130121486584,0.031477109335615455,0.1659662148500037,1.4961421489715576
548864,198.08638928599976,,,,,,,,0.003662109375,0.00684123085683944,1.0,0.6058509945869446,0.20219745777346343,0.03153363754866638,0.16482191127986007,2.436537504196167
557056,202.6025375149993,,,,,,,,0.0032958984375,0.007363671013540564,1.0,0.5941656827926636,0.1961130445078868,0.029421676246725217,0.16400830433743474,1.3640413284301758
565248,206.06518594699992,,,,,,,,0.003662109375,0.007062670221142487,1.0,0.6112920045852661,0.1870286390072815,0.032058554316548235,0.16261375662621297,2.042264699935913
573440,209.4804411999994,,,,,,,,0.003662109375,0.007329927319301063,1.0,0.6006159782409668,0.210270143820108,0.02848952995486697,0.16161517230135394,2.2445385456085205
581632,212.91120081699955,,,,,,,,0.0035400390625,0.007204129258313508,1.0,0.6172371506690979,0.20464548015091133,0.02809587504306866,0.16015643708523647,1.446730375289917
589824,216.36474173599981,0.001559666900505352,0.2459271858613118,0.24173824163983093,333,199.85281433101466,46.95,nan,0.0037841796875,0.007337979316608619,1.0,0.6257357001304626,0.1923545908354901,0.030052507211947993,0.15888046027628172,2.388873338699341
598016,219.86334946499937,,,,,,,,0.0032958984375,0.007396698141630418,1.0,0.6105325222015381,0.19087417071101231,0.030740255566871898,0.15726008717309198,1.0273112058639526
606208,223.2762913739998,,,,,,,,0.00341796875,0.007658307480993753,1.0,0.62457275390625,0.19308608480914358,0.03157196295397586,0.15576456718004678,1.491913080215454
614400,226.6143439869993,,,,,,,,0.00341796875,0.007076082034650318,1.0,0.5984885692596436,0.20607250408845945,0.02920656228777864,0.1549386373666043,0.8294910788536072
622592,229.3192117009994,,,,,,,,0.0030517578125,0.007700150340694795,1.0,0.5978542566299438,0.1967262690289735,0.02945649953131302,0.15377970690348025,0.7547966837882996
630784,231.9447091259999,,,,,,,,0.0032958984375,0.007458287955475623,1.0,0.6114227771759033,0.1818232807353306,0.027613283051187845,0.15307560819824606,0.8540939688682556
638976,234.6885453469995,,,,,,,,0.003173828125,0.008052155123192233,1.0,0.6164244413375854,0.1663389994938269,0.030369680221991414,0.151623078742245,0.6094915270805359
647168,237.49538631299947,,,,,,,,0.0030517578125,0.007724829140203426,1.0,0.6020506620407104,0.18262215442898533,0.034282967992267606,0.15050877381166686,0.4826326370239258
655360,240.24064521299988,0.0002880295472230676,0.23468364350632043,0.2300726109969623,333,203.7945892582255,45.6,nan,0.0032958984375,0.007718880784748309,1.0,0.6063960790634155,0.182481443885811,0.03195018684662552,0.14925197645527571,0.6527564525604248
663552,242.99071998699947,,,,,,,,0.0032958984375,0.007629250785282626,1.0,0.6192100048065186,0.20737720972981433,0.02592759645717136,0.14735969952692446,0.7959328293800354
671744,245.62748674399973,,,,,,,,0.003173828125,0.0077567378314720645,1.0,0.6242254972457886,0.1634565022883544,0.024264666646976372,0.14637435786397807,0.6597610712051392
679936,248.35390814699986,,,,,,,,0.0032958984375,0.007559976587830655,1.0,0.618144154548645,0.20294569096397463,0.03032157326363218,0.14497182063450767,0.8010115623474121
688128,250.9844485929998,,,,,,,,0.0030517578125,0.007879628039063538,1.0,0.6032757759094238,0.19197897148422904,0.03553040444589613,0.14328042447231631,0.21376614272594452
696320,253.58062634999987,,,,,,,,0.0035400390625,0.007530314302548398,1.0,0.6300935745239258,0.19759270367429693,0.026686560216126205,0.1416718604978622,1.3936372995376587
704512,256.32194406300005,,,,,,,,0.0030517578125,0.008173792623554724,1.0,0.6135373115539551,0.195531089615277,0.03184721294071419,0.1402913482188598,0.25987815856933594
712704,259.1915321889992,,,,,,,,0.003173828125,0.008202751943529304,1.0,0.6231297254562378,0.17382790571632922,0.031094013118578522,0.1383778259734737,0.5219442844390869
720896,261.8643530199997,0.0008097205672599195,0.2211232002446134,0.21716981750654218,333,209.33869715174723,49.5,nan,0.0030517578125,0.007934761435267406,1.0,0.623687744140625,0.191687573714879,0.030169943516763595,0.13711084057866557,0.28023552894592285
729088,264.67601858799935,,,,,,,,0.0032958984375,0.00803365481249755,1.0,0.6293129920959473,0.19001504402090974,0.028990721620076466,0.13542668249350914,0.7143430113792419
737280,267.33685213899935,,,,,,,,0.003173828125,0.008090317046764424,1.0,0.6226942539215088,0.18231723104373532,0.02917759810584307,0.1337240118108313,1.1485261917114258
745472,270.4028592199993,,,,,,,,0.003173828125,0.00793876354429401,1.0,0.6187489032745361,0.18343214413948639,0.0315194092536291,0.13208028385466233,0.28715264797210693
753664,273.78808460599976,,,,,,,,0.0029296875,0.008381919053173436,1.0,0.6154003739356995,0.1586592645215168,0.03614853093141099,0.13045156487495274,0.16329865157604218
761856,277.0888336499993,,,,,,,,0.0030517578125,0.008410433004300142,1.0,0.6112405061721802,0.20373427587647708,0.034285290439899564,0.12890595598862634,0.15745355188846588
770048,280.34564646999934,,,,,,,,0.0030517578125,0.008521829780284809,1.0,0.6251195669174194,0.1788421005484142,0.030555573482974403,0.1278076381188682,0.22453999519348145
778240,284.2563739869993,,,,,,,,0.0030517578125,0.00840469274051156,1.0,0.626893162727356,0.16727254510685663,0.027681306308387277,0.12724860711984545,0.24162070453166962
786432,288.0266036229996,0.0020479142798808248,0.20498278664350655,0.2006030587458354,333,214.64637328709404,49.35,nan,0.0030517578125,0.008872634719661252,1.0,0.6282680034637451,0.18382696094863238,0.02685523907566896,0.12662032336495738,0.3875071108341217
794624,292.51544122499945,,,,,,,,0.0030517578125,0.008520986373456815,1.0,0.6301324367523193,0.16548553873676464,0.03539972883996649,0.12593842123824106,0.16198723018169403
802816,295.48343757099974,,,,,,,,0.0030517578125,0.008532160814540756,1.0,0.6283736228942871,0.18375622883765963,0.035645614344455186,0.12523369360774417,0.15461623668670654
811008,298.2425678699992,,,,,,,,0.0030517578125,0.008588493817495102,1.0,0.6478041410446167,0.14707483478730954,0.032015938597949135,0.12439257103342027,0.2484598606824875
819200,300.9920135979992,,,,,,,,0.003173828125,0.00850824426459815,1.0,0.6513813734054565,0.1615145182416201,0.028536497755245003,0.12281525335536375,0.4967355728149414
827392,304.26424895199943,,,,,,,,0.0030517578125,0.008457331654013397,1.0,0.6450667381286621,0.15642613684479656,0.03728848743114159,0.12261446041863103,0.3515204191207886
835584,307.7091120109999,,,,,,,,0.0030517578125,0.008581048149825497,1.0,0.6420654058456421,0.16455830056500553,0.036144046731049914,0.12150384957283125,0.17197100818157196
843776,310.96054045799974,,,,,,,,0.0029296875,0.008238569095800487,1.0,0.6427291631698608,0.17108844493851205,0.031187012822697667,0.12081386398757613,0.2556249797344208
851968,314.2569993949992,0.000880990303976481,0.19874786570381353,0.19268075703373833,333,219.46135890234413,47.1,nan,0.003173828125,0.008668368512961142,1.0,0.6548357009887695,0.16744312780876225,0.027439290117082273,0.11916974490055889,0.42803269624710083
860160,317.7975992189995,,,,,,,,0.0030517578125,0.008474651421521786,1.0,0.6486743092536926,0.156918998451132,0.03449340525948491,0.11893370717533716,0.2083115577697754
868352,320.9079736069998,,,,,,,,0.0030517578125,0.008459534266117969,1.0,0.6691955327987671,0.1454665763510925,0.031074777111875812,0.11798372462660085,0.3887714445590973
876544,324.15092829700006,,,,,,,,0.003173828125,0.008293597446125775,1.0,0.6689675450325012,0.14114319154741628,0.029406164976894078,0.11824979651025616,0.7179325222969055
884736,327.4610772269998,,,,,,,,0.0029296875,0.00845984733679784,1.0,0.666458249092102,0.14963089499078408,0.03741133136511533,0.11836360461746098,0.2519121468067169
892928,330.5608271739993,,,,,,,,0.00341796875,0.00873496663662172,1.0,0.6730755567550659,0.139930499740613,0.028317275805834992,0.11728425698671398,0.6856473088264465
901120,333.9688487379999,,,,,,,,0.0032958984375,0.009247972418593169,1.0,0.6689265966415405,0.1388785264011243,0.030381065200759585,0.11629906690765814,0.5459257960319519
909312,337.36057210299987,,,,,,,,0.0029296875,0.008672157059077984,1.0,0.6645570993423462,0.1319085052700183,0.03665214376568575,0.11609709765857774,0.20681403577327728
917504,340.39660453799934,0.0019789281056727948,0.17992277374508847,0.1764867014975775,333,226.84586432639196,49.5,nan,0.0029296875,0.008697304897517941,1.0,0.6700512170791626,0.12705841417795682,0.035830153916701676,0.11557080674921408,0.339801549911499
925696,344.52157231899946,,,,,,,,0.0029296875,0.008846445272999794,1.0,0.6714117527008057,0.14430320771775396,0.041537262411925666,0.11540110727194444,0.2252577394247055
933888,348.2567563069997,,,,,,,,0.0030517578125,0.00812003834885915,1.0,0.6930655241012573,0.14198772510241908,0.037826055070976514,0.11522350715646715,0.6616886854171753
942080,351.92021984299936,,,,,,,,0.0032958984375,0.008741434333454624,1.0,0.7049163579940796,0.138595862091343,0.032131010466612896,0.11481046345289839,0.6653003096580505
950272,355.3151739799996,,,,,,,,0.0032958984375,0.008668118925473917,1.0,0.6990517973899841,0.12010873302365921,0.034091481287939845,0.11462258355271861,0.6765310168266296
958464,358.6231849019996,,,,,,,,0.0029296875,0.008922060163100525,1.0,0.696907639503479,0.1290063867531528,0.034097498955489046,0.11480861733172357,0.47050410509109497
966656,361.97461795599975,,,,,,,,0.0030517578125,0.008591197279441735,1.0,0.7052472829818726,0.13132767353917363,0.033692164119669195,0.11314404459559207,0.41922029852867126
974848,365.30246815199916,,,,,,,,0.003173828125,0.008683257240022384,1.0,0.7154598236083984,0.12572250498280213,0.03595987070258576,0.11204399904939027,0.4126017689704895
983040,368.5219789549992,0.0032997007464915518,0.15754505044980727,0.15443102122059726,333,239.3882559153889,49.5,nan,0.003173828125,0.008724309711950786,1.0,0.7185842990875244,0.10575330878299605,0.03438661362450921,0.11097703319644998,0.8476896286010742
991232,372.11945992299934,,,,,,,,0.003173828125,0.008935269715241875,1.0,0.7258268594741821,0.09088690330039018,0.03486041191463041,0.11050723075692581,1.153511881828308
999424,375.66006178799944,,,,,,,,0.00341796875,0.008699539271459679,1.0,0.7357062101364136,0.11981949467003106,0.036074747519912236,0.10969257365590213,1.8263332843780518
1007616,378.84910218999994,,,,,,,,0.003173828125,0.008957429388404988,1.0,0.7360405921936035,0.06389137801488731,0.04159325141438628,0.10954882435952214,0.8726062774658203
1015808,382.26463293399956,,,,,,,,0.003173828125,0.008476534962340554,1.0,0.726872444152832,0.1002702694167592,0.04423371956926121,0.10908393410802504,1.1384207010269165
1024000,385.6904632859996,,,,,,,,0.0030517578125,0.009113294608358618,1.0,0.7194516062736511,0.11792074653096363,0.038849140048707466,0.10876701593320072,0.31749606132507324
1032192,388.8911908909995,,,,,,,,0.0032958984375,0.009069624391799012,1.0,0.7547248601913452,0.1070042141269476,0.028566680887813976,0.10804758412873974,1.712778925895691
1040384,392.4213871009997,,,,,,,,0.003173828125,0.008916641025601364,1.0,0.7482738494873047,0.11804782401968117,0.030781620218574335,0.10707805105960871,1.084932565689087
1048576,395.9165917349992,0.005797412581127093,0.1468466578288733,0.14367778363530603,333,245.94272439647983,49.35,nan,0.00341796875,0.008811646239721704,1.0,0.7642726898193359,0.07557726337068249,0.03285001349554713,0.10600179051731395,1.1727241277694702
1056768,399.3461089119992,,,,,,,,0.003173828125,0.008940787372270663,1.0,0.7410348653793335,0.06816003215773958,0.04034193427559008,0.10489572802970104,0.9960063099861145
1064960,402.6123365169997,,,,,,,,0.0030517578125,0.008805808372043384,1.0,0.7443161010742188,0.1099682041167338,0.03343219354818615,0.10498159913299261,0.6698808073997498
1073152,406.015347087,,,,,,,,0.0032958984375,0.008971053903152754,1.0,0.7319163084030151,0.10403382795187754,0.036181063772519555,0.10400041250750154,0.5187525749206543
1081344,409.3739549089996,,,,,,,,0.0032958984375,0.00905294951534302,1.0,0.7808576226234436,0.09041951287424099,0.03828979018053625,0.10332976189586138,1.299570918083191
1089536,412.95108024599995,,,,,,,,0.003173828125,0.009172797798789024,1.0,0.7643154859542847,0.10275184060475895,0.03529138655661236,0.10299703257111215,0.8839637637138367
1097728,416.18341892399985,,,,,,,,0.0030517578125,0.008702340133889286,1.0,0.7597711086273193,0.09817135371074981,0.03742270615069296,0.10286530497078923,0.8884839415550232
1105920,419.16980997099927,,,,,,,,0.0032958984375,0.00899542035952113,1.0,0.7730250358581543,0.09939000568943845,0.03907197245950311,0.10169872401843916,0.6995359063148499
1114112,422.4351535429996,0.010269487094310525,0.1402385661674167,0.13756478193201405,333,250.7483551147689,45.900000000000006,nan,0.0030517578125,0.008983119305125393,1.0,0.7725530862808228,0.10486688630484198,0.034597348292322305,0.10110870354928775,0.9342775344848633
1122304,425.79089365299933,,,,,,,,0.0032958984375,0.009099269794720529,1.0,0.7625714540481567,0.09097958067295076,0.04126119278331963,0.10081661442723912,0.5165309309959412
1130496,428.7500834019993,,,,,,,,0.0030517578125,0.00912064352694264,1.0,0.772928774356842,0.09428877116517154,0.0336359205578194,0.1000342609229013,0.7976191639900208
1138688,431.87340347699956,,,,,,,,0.0032958984375,0.00939325076160297,1.0,0.8020500540733337,0.08905265306241328,0.03744116058623352,0.09955481476907371,0.8556314706802368
1146880,435.1280926679992,,,,,,,,0.0030517578125,0.008969644791193136,1.0,0.7800296545028687,0.09448652552200643,0.03606962356886116,0.09881685346039328,0.8818921446800232
1155072,438.3687741619997,,,,,,,,0.0035400390625,0.008907202784640429,1.0,0.8011856079101562,0.08628127815619258,0.08663848743670931,0.09845112802952641,2.0830042362213135
1163264,441.5994278069993,,,,,,,,0.0029296875,0.008897789395801927,1.0,0.7837899327278137,0.08757367157059648,0.0412144106164414,0.09829376662470626,0.6366462111473083
1171456,444.88230166499943,,,,,,,,0.0032958984375,0.00921024096359184,1.0,0.7831156253814697,0.08160079887540383,0.03550366734282619,0.09810297126387582,0.8115944266319275
1179648,448.1879168389996,0.006384429738710118,0.10899115997088038,0.10555558306421098,333,279.51857172173214,49.2,nan,0.003173828125,0.009007027916130995,1.0,0.7980529069900513,0.07751014950591095,0.04019550095431214,0.0975947428977575,0.7686383128166199
1187840,451.5768740229996,,,,,,,,0.0030517578125,0.009059103112963164,1.0,0.7837374210357666,0.08744770647143396,0.11243871588557905,0.09710204413112741,0.7841092348098755
1196032,454.79796724899916,,,,,,,,0.003173828125,0.008941258570908085,1.0,0.7822703123092651,0.09884628733898904,0.06754622227091556,0.09672814462476421,1.6283601522445679
1204224,458.12940065599923,,,,,,,,0.003173828125,0.009099240285058326,1.0,0.7834947109222412,0.09756854313159269,0.03434852706709969,0.09646763785635568,0.6992940902709961
1212416,461.1227541199996,,,,,,,,0.0035400390625,0.009261489803281247,1.0,0.8076651096343994,0.08983601314138268,0.03381007088611647,0.09574737559791564,2.2386317253112793
1220608,464.47017051999956,,,,,,,,0.00341796875,0.009212533343558744,1.0,0.8092473149299622,0.0919078596290469,0.032513676997598565,0.09512476070403586,1.300642967224121
1228800,467.7335938979995,,,,,,,,0.0029296875,0.009342436815108022,1.0,0.7732029557228088,0.09448101731107483,0.03683027319826703,0.09498840192430472,0.4506736695766449
1236992,470.6804829799994,,,,,,,,0.003173828125,0.009088642286681346,1.0,0.7972351312637329,0.08689731309671112,0.033317580756480704,0.09479638135039634,0.839959442615509
1245184,473.9841786859997,0.008781907419457058,0.11854540757957799,0.11724862615049514,333,261.5939460871275,49.35,nan,0.0030517578125,0.009198733820067006,1.0,0.7972764372825623,0.08597448708713884,0.0382091089699296,0.0940711923050825,0.7551731467247009
1253376,477.64740722399983,,,,,,,,0.0030517578125,0.009118470210485147,1.0,0.7882635593414307,0.09843187543456611,0.03907776534214125,0.0936217969475858,0.5748714208602905
1261568,480.5697987579997,,,,,,,,0.0032958984375,0.009423571420719739,1.0,0.8018054962158203,0.08593227902924894,0.034092689600471945,0.09315011514775608,1.0514748096466064
1269760,483.921677067,,,,,,,,0.003173828125,0.00907740309147156,1.0,0.818743109703064,0.08856806143976348,0.03217496854353277,0.0926624893341561,1.5789235830307007
1277952,487.22339072999966,,,,,,,,0.003173828125,0.009280566255623894,1.0,0.7982932329177856,0.07833541412986733,0.04074380404016653,0.09223081379885623,0.5370408892631531
