step,wall,approx_kl,cache_G_best,cache_n,cache_r_best,clip_frac,entropy_mean,eps_mean,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,guide_loss,log_std,m_cov,m_head_std,m_jump,m_jump_rel,m_value,m_var,mean_reward,min_JT,p_mean,pg_loss,policy_reward,search_gain,sigma_mean,sil_loss,task_reward,tau_corr_entropy,tau_corr_p,tau_mean,v_loss,v_std,vetoed,warmup
98304,150.9364507230057,0.006560700945556164,0.7783262729644775,64.0,0.0641162246465683,0.08662109076976776,1.1088159084320068,0.5143393874168396,,,,,,,,0.0216064453125,-0.04476088285446167,-0.39806318283081055,0.08550760895013809,0.07488694041967392,3.139979839324951,0.26381438970565796,0.617487370967865,0.2607646882534027,0.16116778552532196,0.22748505505745076,0.0025924877263605595,-0.012453706003725529,-0.371351957321167,0.4482635259628296,0.5013355612754822,1.8841526508331299,0.00021709635620936751,-0.30186277627944946,-0.004098224453628063,32.82571792602539,78.40489196777344,0.06019069626927376,0.331390380859375,0.0
106496,161.03203447299893,0.006902274675667286,1.0171703100204468,64.0,0.0641162246465683,0.0897216796875,1.1114985942840576,0.5243638157844543,,,,,,,,0.0201416015625,-0.04667523503303528,-0.4514651894569397,0.08889827132225037,0.07467003166675568,3.301009178161621,0.2569449543952942,0.6178291440010071,0.23313701152801514,0.19614571332931519,0.22584039991932203,0.05713158845901489,-0.0141059635207057,-0.22297659516334534,0.37303397059440613,0.5024928450584412,1.6974360942840576,-0.0022982258815318346,-0.043147359043359756,0.025298992171883583,32.75541687011719,72.26593017578125,0.060671135783195496,0.2679595947265625,0.0
114688,172.1266502829967,0.007549799047410488,1.1239256858825684,64.0,0.0641162246465683,0.10479736328125,1.1165796518325806,0.5212073922157288,,,,,,,,0.0146484375,-0.04937002435326576,-0.5057467818260193,0.08322857320308685,0.07595745474100113,3.2274580001831055,0.24639718234539032,0.558050274848938,0.21321696043014526,0.29990941286087036,0.22602713114797612,0.09701088815927505,-0.015787377953529358,0.055092472583055496,0.33912813663482666,0.49855127930641174,1.5558668375015259,0.0004775211273226887,0.1739247739315033,0.012706704437732697,32.68527603149414,58.52635955810547,0.062416922301054,0.235107421875,0.0
122880,182.58500424599333,0.009069541469216347,1.403960943222046,64.0,0.0641162246465683,0.13103027641773224,1.125705599784851,0.5346453785896301,,,,,,,,0.015869140625,-0.05163436383008957,-0.5607663989067078,0.08504512906074524,0.074980229139328,3.3909764289855957,0.24008572101593018,0.5499499440193176,0.18114040791988373,0.2832520306110382,0.2291164785905957,0.2045869678258896,-0.018905606120824814,0.11022929847240448,0.3039306402206421,0.5011847615242004,1.3304145336151123,-0.004004326649010181,0.0036492254585027695,-0.07652349770069122,32.802589416503906,51.932220458984375,0.0686270147562027,0.2027740478515625,0.0
131072,194.1651365459984,0.011162715032696724,1.516142725944519,64.0,0.06371248513460159,0.14835205674171448,1.1362324953079224,0.5373573303222656,0.005905521675853009,0.31184548243085564,0.24935344598632092,113,45.48180412487979,0.45,nan,0.0106201171875,-0.04684960097074509,-0.6137685179710388,0.08314569294452667,0.07753315567970276,3.2468044757843018,0.2271893322467804,0.47719043493270874,0.16474410891532898,0.3766101896762848,0.22111370996075275,0.20790809392929077,-0.017862465232610703,0.31518274545669556,0.2900303602218628,0.5014310479164124,1.2853492498397827,0.0006948455702513456,0.1954931765794754,0.04098812863230705,32.627174377441406,38.28742218017578,0.0686851292848587,0.194244384765625,0.0
139264,205.85809834300017,0.010659100487828255,1.9694125652313232,64.0,0.06804650276899338,0.14165039360523224,1.1490705013275146,0.5364313125610352,,,,,,,,0.01123046875,-0.04595212638378143,-0.657322347164154,0.08296520262956619,0.07571707665920258,3.545041561126709,0.2321474701166153,0.48719167709350586,0.1426597386598587,0.38494905829429626,0.19512819534859294,0.2162868082523346,-0.021647080779075623,0.3816262185573578,0.24526342749595642,0.49862828850746155,1.4555180072784424,0.0044145239517092705,0.03721403703093529,-0.03174939006567001,32.57173538208008,35.07107925415039,0.06980565935373306,0.145111083984375,0.0
147456,216.47060369800602,0.009308358654379845,1.9694125652313232,64.0,0.06804650276899338,0.12229003757238388,1.1634303331375122,0.5348564982414246,,,,,,,,0.009765625,-0.04308292642235756,-0.701708972454071,0.08564828336238861,0.07374878972768784,3.543002128601074,0.22290092706680298,0.48888176679611206,0.12448322772979736,0.4058903455734253,0.21898454843603,0.0003995547886006534,-0.022715067490935326,0.437907874584198,0.22769765555858612,0.4951925277709961,1.1289688348770142,0.008369732648134232,0.17422419786453247,0.028400598093867302,32.679847717285156,32.344459533691406,0.07331352680921555,0.1308135986328125,0.0
155648,226.88302368899167,0.009908021427690983,1.9694125652313232,64.0,0.06804650276899338,0.126953125,1.1784515380859375,0.53267502784729,,,,,,,,0.0133056640625,-0.051140010356903076,-0.7410585284233093,0.08674030005931854,0.07201622426509857,4.128753185272217,0.2452089637517929,0.5670168995857239,0.10869354009628296,0.3392133116722107,0.21944811695277067,0.0002398318174527958,-0.026248961687088013,0.43579578399658203,0.23953233659267426,0.49609610438346863,0.9035028219223022,0.015144141390919685,0.09576161205768585,-0.008802882395684719,32.60918045043945,37.13617706298828,0.07128137350082397,0.1404571533203125,0.0
163840,236.44650407199515,0.010375088080763817,1.9694125652313232,64.0,0.06804650276899338,0.13885498046875,1.1920239925384521,0.5199811458587646,,,,,,,,0.0123291015625,-0.05001617595553398,-0.7800471186637878,0.08453373610973358,0.07142671942710876,4.167652130126953,0.2483966052532196,0.5342570543289185,0.10460165143013,0.34840714931488037,0.21921141549528622,0.00012647168477997184,-0.026890868321061134,0.4472582936286926,0.2804277539253235,0.494072824716568,0.7163332104682922,0.01245755422860384,0.15097220242023468,0.0025963541120290756,32.91524887084961,37.093894958496094,0.07656149566173553,0.18359375,0.0
172032,247.9929870079941,0.012424955144524574,1.9694125652313232,64.0,0.06804650276899338,0.16607666015625,1.2068569660186768,0.5319245457649231,,,,,,,,0.013427734375,-0.048725567758083344,-0.8167455196380615,0.08840127289295197,0.06966344267129898,4.4921674728393555,0.2540222704410553,0.4907987713813782,0.0899668037891388,0.342804491519928,0.2312153313948725,0.0,-0.03283083811402321,0.48539552092552185,0.2882786691188812,0.4932996928691864,0.5542446970939636,0.014776859432458878,0.04038436338305473,0.0,32.641841888427734,35.732994079589844,0.08847691863775253,0.189300537109375,0.0
180224,258.8891927770019,0.012703439220786095,1.9694125652313232,64.0,0.06804650276899338,0.15590819716453552,1.2200071811676025,0.5264078974723816,,,,,,,,0.010009765625,-0.04604397341609001,-0.8499388694763184,0.0846148207783699,0.06902723014354706,4.237645149230957,0.23902645707130432,0.42560380697250366,0.08769941329956055,0.3994366228580475,0.22521653915885487,3.348776590428315e-05,-0.03399433195590973,0.48547714948654175,0.2800774574279785,0.49869194626808167,0.41863641142845154,0.018918011337518692,0.14189742505550385,-0.01800943724811077,33.01860427856445,35.285945892333984,0.06006936356425285,0.185516357421875,0.0
188416,269.306181234002,0.011383513920009136,1.9694125652313232,64.0,0.06804650276899338,0.1474609375,1.2326436042785645,0.5192714929580688,,,,,,,,0.0164794921875,-0.04228542000055313,-0.8758467435836792,0.0873117446899414,0.07124511897563934,5.091445446014404,0.2758638262748718,0.5341740846633911,0.08256552368402481,0.28668683767318726,0.22526590618012599,0.0008730632835067809,-0.03509315848350525,0.4404577612876892,0.3077726662158966,0.4942026138305664,0.30551472306251526,0.019933311268687248,0.2040916085243225,0.03586476668715477,32.87681198120117,55.292503356933594,0.06485123187303543,0.2095184326171875,0.0
196608,280.4396275899926,0.010614271275699139,1.9694125652313232,64.0,0.06804650276899338,0.12541504204273224,1.2431490421295166,0.5059983134269714,0.0065009573248542285,0.2795220863741076,0.24928851509473582,42,5.576917221070688,3.9000000000000004,nan,0.019775390625,-0.0384364128112793,-0.9003202319145203,0.08344210684299469,0.07282811403274536,5.301834583282471,0.2821705639362335,0.5552284121513367,0.08415427803993225,0.2146340310573578,0.23151042218220852,0.0,-0.029760759323835373,0.3780820071697235,0.34021279215812683,0.49641740322113037,0.22256620228290558,0.022703753784298897,0.09327953308820724,0.0,32.95183181762695,72.72926330566406,0.07755958288908005,0.2418975830078125,0.0
204800,290.99729917199875,0.009416485205292702,1.9694125652313232,64.0,0.06804650276899338,0.11473388969898224,1.2536537647247314,0.48634713888168335,,,,,,,,0.01953125,-0.03096581995487213,-0.9214789867401123,0.08023455739021301,0.0734529048204422,5.443549633026123,0.283765971660614,0.5436298847198486,0.07786779850721359,0.22156910598278046,0.22734420911066455,0.0,-0.02784196101129055,0.2698255181312561,0.4088245630264282,0.4975970983505249,0.15093494951725006,0.024410691112279892,0.09104537218809128,0.0,32.95830535888672,89.43463134765625,0.06913923472166061,0.294708251953125,0.0
212992,301.1966338909988,0.010643319226801395,1.9694125652313232,64.0,0.06804650276899338,0.12947997450828552,1.2624927759170532,0.5019117593765259,,,,,,,,0.029296875,-0.025426333770155907,-0.9386190176010132,0.07848545908927917,0.07857455313205719,5.410582542419434,0.2760879099369049,0.5490314364433289,0.07824598997831345,0.02273944392800331,0.23604120215602697,0.0,-0.030268674716353416,0.056192368268966675,0.4253027141094208,0.4994005262851715,0.08050084114074707,0.02389543130993843,0.11175037920475006,0.0,33.093624114990234,119.1673583984375,0.06949037313461304,0.3109588623046875,0.0
221184,312.17258052900434,0.010257059708237648,1.9694125652313232,64.0,0.06804650276899338,0.12893065810203552,1.268157958984375,0.4839213192462921,,,,,,,,0.064208984375,-0.0182653721421957,-0.9527780413627625,0.07775359600782394,0.08570453524589539,6.074860572814941,0.2969014644622803,0.6391881704330444,0.08969093859195709,-0.692186176776886,0.21032998324688867,0.0001521772355772555,-0.02485794760286808,-0.48677635192871094,0.4965474009513855,0.49822527170181274,0.033302001655101776,0.037173837423324585,-0.06670156121253967,-0.03015526384115219,32.996463775634766,152.56475830078125,0.06907773017883301,0.361968994140625,0.0
229376,323.1598994560045,0.009738408960402012,1.9694125652313232,64.0,0.06804650276899338,0.12525634467601776,1.2743265628814697,0.49151328206062317,,,,,,,,0.07373046875,-0.018213272094726562,-0.9671887159347534,0.07264262437820435,0.08302421867847443,6.235128402709961,0.29525846242904663,0.5797079205513,0.08320285379886627,-0.8913737535476685,0.22744855090933191,0.0,-0.021995827555656433,-1.2524621486663818,0.5124833583831787,0.4979754686355591,-0.01639633998274803,0.036740828305482864,-0.01094558835029602,0.0,32.83787155151367,165.1729278564453,0.07772296667098999,0.361846923828125,0.0
237568,333.45522821000486,0.011610165238380432,1.9694125652313232,64.0,0.06804650276899338,0.1480712890625,1.2798564434051514,0.5049697756767273,,,,,,,,0.09130859375,-0.01774689368903637,-0.9802646636962891,0.06926913559436798,0.07703418284654617,5.843035697937012,0.2758512496948242,0.5827101469039917,0.08233270794153214,-1.255232810974121,0.22943422200977226,0.0,-0.026563316583633423,-2.3755195140838623,0.5467132329940796,0.49544790387153625,-0.06331034749746323,0.044364094734191895,-0.11278720945119858,0.0,32.820960998535156,193.77491760253906,0.0796148031949997,0.38433837890625,0.0
245760,343.04357052699197,0.009295987896621227,1.9694125652313232,64.0,0.06804650276899338,0.12457275390625,1.2854043245315552,0.5114080905914307,,,,,,,,0.0966796875,-0.020099574699997902,-0.9919867515563965,0.06875017285346985,0.0733071118593216,6.671774864196777,0.30072665214538574,0.6204897165298462,0.07892805337905884,-1.3637028932571411,0.23103667180994458,0.0,-0.023149747401475906,-3.4344351291656494,0.5512849688529968,0.49567216634750366,-0.11019736528396606,0.04416457936167717,0.044993799179792404,0.0,33.106651306152344,231.74618530273438,0.07224210351705551,0.3956756591796875,0.0
253952,353.7098461709975,0.007358456961810589,1.9694125652313232,64.0,0.06804650276899338,0.09010009467601776,1.290510654449463,0.521422803401947,,,,,,,,0.1077880859375,-0.016371503472328186,-1.0022708177566528,0.0720466673374176,0.0709729790687561,6.932088851928711,0.3003625273704529,0.6536676287651062,0.07731074094772339,-1.5899977684020996,0.23389694505605763,0.0,-0.02234712243080139,-5.116061687469482,0.5597456693649292,0.49682000279426575,-0.14006856083869934,0.04726650193333626,-0.045340646058321,0.0,33.08155059814453,275.134033203125,0.06955809146165848,0.3997344970703125,0.0
262144,364.7120675500046,0.007527180016040802,1.9694125652313232,64.0,0.06804650276899338,0.09493408352136612,1.2971605062484741,0.509809136390686,0.006435508232456755,0.25455475779968906,0.25455475779968906,1,-20.0,0.15000000000000002,nan,0.1041259765625,-0.015053177252411842,-1.011841058731079,0.07565246522426605,0.07350790500640869,7.114491939544678,0.30276644229888916,0.6028045415878296,0.0686674490571022,-1.5142439603805542,0.2297210245324257,0.0,-0.020213019102811813,-6.393925666809082,0.5948475003242493,0.49623027443885803,-0.16949871182441711,0.04033453017473221,-0.1422177404165268,0.0,33.25537872314453,324.98419189453125,0.07536503672599792,0.4343414306640625,0.0
270336,375.22773715299263,0.009308630600571632,1.9694125652313232,64.0,0.06804650276899338,0.12437744438648224,1.3012316226959229,0.5180784463882446,,,,,,,,0.12451171875,-0.015619208104908466,-1.0206422805786133,0.07240059226751328,0.070458322763443,7.187756061553955,0.2999305725097656,0.6231067180633545,0.07414531707763672,-1.9345555305480957,0.23304603754510556,0.0,-0.024246040731668472,-9.327249526977539,0.5842956304550171,0.494549423456192,-0.20845620334148407,0.044702738523483276,-0.16484549641609192,0.0,33.18418502807617,370.8380432128906,0.07090122997760773,0.4224853515625,0.0
278528,385.5277882399969,0.010144643485546112,1.9694125652313232,64.0,0.06804650276899338,0.13686522841453552,1.306125283241272,0.5224263668060303,,,,,,,,0.1314697265625,-0.013944214209914207,-1.0298168659210205,0.07403077185153961,0.06959420442581177,7.7619524002075195,0.3123968243598938,0.6533466577529907,0.07059182226657867,-2.07818603515625,0.23573145335324752,0.0,-0.024105066433548927,-12.05402660369873,0.6027147173881531,0.4946540296077728,-0.23466868698596954,0.04030207172036171,-0.025013674050569534,0.0,33.09531784057617,433.6136779785156,0.0690532997250557,0.44818115234375,0.0
286720,395.88681316499424,0.01093463134020567,1.9694125652313232,64.0,0.06804650276899338,0.15146484971046448,1.3094006776809692,0.5200772881507874,,,,,,,,0.1597900390625,-0.010194694623351097,-1.03803288936615,0.07786456495523453,0.06719966232776642,8.101934432983398,0.31447041034698486,0.6242466568946838,0.07233497500419617,-2.6633639335632324,0.23663232254404165,0.0,-0.022566664963960648,-17.922239303588867,0.6188014149665833,0.4941689372062683,-0.26149874925613403,0.04364899545907974,-0.08454165607690811,0.0,33.11733627319336,471.02459716796875,0.0656915232539177,0.47064208984375,0.0
294912,407.11445878300583,0.011172804981470108,1.9694125652313232,64.0,0.06804650276899338,0.15333251655101776,1.3126462697982788,0.5168181657791138,,,,,,,,0.170166015625,-0.015422540716826916,-1.0480751991271973,0.07171256840229034,0.06468627601861954,8.300992012023926,0.3147519826889038,0.5948823094367981,0.07005570083856583,-2.8747735023498535,0.21866314205406767,3.6139797884970903e-05,-0.02479390986263752,-21.325397491455078,0.5725123882293701,0.49677541851997375,-0.2900247573852539,0.052480414509773254,-0.038601506501436234,0.033526938408613205,33.04043960571289,456.1944274902344,0.06311888992786407,0.446075439453125,0.0
303104,417.8191503220005,0.012656083330512047,1.9694125652313232,64.0,0.06804650276899338,0.19149169325828552,1.3133864402770996,0.5145171284675598,,,,,,,,0.2196044921875,-0.01022197026759386,-1.0571343898773193,0.07474600523710251,0.061030447483062744,8.213393211364746,0.30915290117263794,0.5711147785186768,0.08038988709449768,-3.8942484855651855,0.23955835041726647,0.0,-0.027117693796753883,-29.7650089263916,0.548035204410553,0.49723541736602783,-0.3260464072227478,0.05971350148320198,-0.05882074311375618,0.0,33.1213264465332,468.74676513671875,0.060053810477256775,0.4367523193359375,0.0
311296,429.05114703399886,0.009687053970992565,1.9694125652313232,64.0,0.06804650276899338,0.13692626357078552,1.318608045578003,0.5284811854362488,,,,,,,,0.1781005859375,-0.012274002656340599,-1.06486976146698,0.08109879493713379,0.06415217369794846,9.006074905395508,0.3251643776893616,0.5976189374923706,0.06270602345466614,-3.0378355979919434,0.2315065583830015,0.0,-0.02285701595246792,-28.146564483642578,0.5040952563285828,0.49769413471221924,-0.3498613238334656,0.04423171281814575,-0.10616856068372726,0.0,33.216453552246094,547.2579345703125,0.063355952501297,0.4128570556640625,0.0
319488,439.5259106309968,0.009205364622175694,1.9694125652313232,64.0,0.06804650276899338,0.12099609524011612,1.3242233991622925,0.5304157733917236,,,,,,,,0.1397705078125,-0.014953995123505592,-1.0749406814575195,0.07896952331066132,0.06390003114938736,9.040952682495117,0.3337256908416748,0.5879440307617188,0.06121334806084633,-2.2478225231170654,0.23847828193986387,0.0,-0.020171431824564934,-25.212263107299805,0.5032439827919006,0.4944399893283844,-0.37043073773384094,0.029132653027772903,-0.01077103242278099,0.0,33.05706024169922,560.6822509765625,0.06332747638225555,0.410369873046875,0.0
327680,449.94484315099544,0.008970918133854866,1.9694125652313232,64.0,0.06804650276899338,0.11685790866613388,1.3300343751907349,0.5338300466537476,0.006443169422375772,0.25477879720448504,0.25477879720448504,1,-20.0,0.15000000000000002,nan,0.11572265625,-0.018673324957489967,-1.0851576328277588,0.06398909538984299,0.06309078633785248,8.879106521606445,0.3359526991844177,0.6182546615600586,0.06025052070617676,-1.7524994611740112,0.23422198624510882,0.0,-0.020785892382264137,-22.251272201538086,0.4707331955432892,0.4958626925945282,-0.3952581286430359,0.03255747631192207,-0.060818418860435486,0.0,33.12234115600586,724.7086181640625,0.06504859030246735,0.3787689208984375,0.0
