step,wall,approx_kl,clip_frac,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,mean_reward,min_JT,pg_loss,v_loss
8192,12.236356026987778,0.004378909516514975,0.04166259989142418,,,,,,,,0.0078125,0.6439154744148254,0.1078951473323785,-0.004682012478541342,17.401426315307617
16384,27.377115515992045,0.0034100232061320974,0.02998046949505806,,,,,,,,0.015625,0.6508502960205078,0.10487985653912868,-0.0037788760993643956,4.1529388427734375
24576,43.110341814986896,0.002765551230091811,0.02037353627383709,,,,,,,,0.015625,0.6610387563705444,0.11409155582875291,-0.0031648162254862356,1.0210723876953125
32768,52.707883249007864,0.003886807230576131,0.03516845777630806,0.0021805977788054154,0.2164607561981089,0.21501278967275783,66,43.511071131584195,0.75,nan,0.015625,0.660975456237793,0.13209064073766483,-0.004609722407246096,0.8375856280326843
40960,61.677923552982975,0.004605751078759577,0.04810791090130806,,,,,,,,0.015625,0.6676070690155029,0.0963016127821104,-0.00426442277899425,0.15613333880901337
49152,75.22781549900537,0.006343028551183423,0.07868652790784836,,,,,,,,0.015625,0.6672750115394592,0.08738322277899306,-0.006865625635288736,0.13401725888252258
57344,90.95913354400545,0.005646551457011395,0.06658935546875,,,,,,,,0.015625,0.667921245098114,0.11884527080287444,-0.006078981860865855,0.07196356356143951
65536,105.72504546298296,0.005111805540971334,0.05943603441119194,0.002203084500561059,0.21580422204379396,0.21498660435621955,66,43.521630495080295,0.75,nan,0.015625,0.6655160188674927,0.16656547630119536,-0.007674789839158949,0.130085751414299
73728,120.99797742799274,0.006790364794870682,0.08502197265625,,,,,,,,0.015625,0.66834956407547,0.17102177952482775,-0.006255024002131345,0.04319615289568901
81920,136.2584545300051,0.00638777744122394,0.07770996540784836,,,,,,,,0.015625,0.6735371351242065,0.1048272426987157,-0.006989884899920282,0.07766997069120407
90112,151.14508217500406,0.008071958169590585,0.11229248344898224,,,,,,,,0.015625,0.674267590045929,0.12712433565567785,-0.008920935229355362,0.07602354139089584
98304,167.20844081498217,0.004696285844450898,0.04909668117761612,0.0036991309409704076,0.17953479798224,0.17953479798224,66,45.446739393348814,49.5,nan,0.015625,0.6747471690177917,0.13131207511962315,-0.003952208187495954,0.18045595288276672
106496,183.38020686298842,0.005391802361767912,0.06430663913488388,,,,,,,,0.015625,0.6813635230064392,0.10547031494454795,-0.004766761301364918,0.21492262184619904
114688,199.28243684000336,0.005780636944516146,0.06988525390625,,,,,,,,0.015625,0.676155686378479,0.0973799769184223,-0.005567111755168057,0.3879484236240387
122880,214.894994650007,0.007860292695830348,0.10546875,,,,,,,,0.015625,0.6797245144844055,0.13262800851953105,-0.005724119493350777,0.15898504853248596
131072,230.12242740899092,0.006765367746465816,0.08541259914636612,0.004127485762395744,0.1669243308125697,0.16514577683083487,66,46.29574704919595,45.0,nan,0.015625,0.6832853555679321,0.11350753136316132,-0.007190934214953832,0.40775638818740845
139264,246.05947389098583,0.005847807538083699,0.068359375,,,,,,,,0.0078125,0.6866910457611084,0.1262264284763073,-0.00410096134221443,0.19260838627815247
147456,253.7544416919991,0.005825446533081931,0.0709228515625,,,,,,,,0.015625,0.6819901466369629,0.09805935728975092,-0.005300932245500396,0.4675593376159668
155648,259.41472057500505,0.0061005062382144554,0.07501220703125,,,,,,,,0.015625,0.6812112331390381,0.10594931781999661,-0.00684403227047223,0.45042654871940613
163840,264.6879991010064,0.006026821434915161,0.07193603366613388,0.011899342680800618,0.17770363281528812,0.17770363281528812,66,44.951221841686696,49.5,nan,0.015625,0.6884355545043945,0.11576863228875278,-0.004601291148178431,0.13845539093017578
172032,269.80705808699713,0.00547600339012084,0.06534423679113388,,,,,,,,0.015625,0.6867104768753052,0.10158013076252898,-0.003527315300155245,0.16395647823810577
180224,274.8815823729965,0.006827516728476701,0.08811035007238388,,,,,,,,0.015625,0.6832155585289001,0.13740340195574272,-0.005960504728606709,0.1556992083787918
188416,279.8563315150095,0.00735712511129823,0.09288330376148224,,,,,,,,0.015625,0.6870144605636597,0.1394959957497457,-0.006102886786953594,0.08312059938907623
196608,284.9109272689966,0.007630736004133222,0.10025634616613388,0.0044622510524524595,0.1700949896731568,0.1671969911801463,66,46.11355744718924,43.5,nan,0.015625,0.6872706413269043,0.14216803634306543,-0.005288565691396948,0.07356832921504974
204800,289.9215454279911,0.006864065633452679,0.08834228664636612,,,,,,,,0.015625,0.690615177154541,0.13879496642440362,-0.005244147764796188,0.18576546013355255
212992,294.9273671139963,0.00683203320544262,0.0872802734375,,,,,,,,0.015625,0.6963814496994019,0.11609338408690663,-0.0048990134742998145,0.21671850979328156
221184,299.9395511499897,0.006100324107638803,0.07098388671875,,,,,,,,0.015625,0.7006508111953735,0.11357928996306277,-0.00405374813135198,0.17286399006843567
229376,304.97935160898487,0.006939956833127256,0.087890625,0.0085715806085771,0.15867619217690526,0.15867619217690526,66,46.69727686236596,49.5,nan,0.015625,0.7023804187774658,0.10748270094511904,-0.005196180615753264,0.16237960755825043
237568,309.98721753800055,0.006912206228976242,0.08861084282398224,,,,,,,,0.015625,0.6997618079185486,0.10774492665897681,-0.0049173810288304035,0.10620063543319702
245760,315.00622214601026,0.007168020263214165,0.09083252400159836,,,,,,,,0.015625,0.7007960677146912,0.1357655892943574,-0.005681681085928013,0.08719176054000854
253952,320.00516900999355,0.008128071048625566,0.10703124850988388,,,,,,,,0.015625,0.7074589729309082,0.12899226329692878,-0.005831685633954805,0.09822934120893478
262144,324.9891991390032,0.007966941044274273,0.10646972805261612,0.001297599574946684,0.14321039766820642,0.1407299652429168,66,48.60115989857248,47.25,nan,0.015625,0.705592930316925,0.10118053278170289,-0.005795802456477862,0.1540144979953766
270336,330.0352809189935,0.00696695180664515,0.08807373046875,,,,,,,,0.015625,0.7113785743713379,0.11886965264355615,-0.0055430449315963,0.14175806939601898
278528,335.0490218210034,0.00716534804840424,0.09165038913488388,,,,,,,,0.0078125,0.7076214551925659,0.12071682690592342,-0.003912680175879478,0.2014007866382599
