step,wall,approx_kl,clip_frac,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,mean_reward,min_JT,pg_loss,v_loss
8192,6.7276315210037865,0.002881691478891634,0.02277832105755806,,,,,,,,0.0078125,0.646484911441803,0.09707240370873128,-0.003953108044700906,44.847015380859375
16384,12.824435828020796,0.005020170003000098,0.05909423902630806,,,,,,,,0.015625,0.650719940662384,0.11520160639755565,-0.006320219129335417,6.654998302459717
24576,17.991208335995907,0.004766417383013012,0.0511474609375,,,,,,,,0.015625,0.6614761352539062,0.1134471658617723,-0.004805726348341263,2.190830945968628
32768,23.893139004008844,0.002787468256834068,0.02385254018008709,0.0021876198373403932,0.21582006153161334,0.21499979589354826,66,43.5505815813432,0.75,nan,0.015625,0.6578909158706665,0.07050136092346472,-0.003979029311196446,2.33569598197937
40960,30.893765974004054,0.004742073809899518,0.04959717020392418,,,,,,,,0.015625,0.6604326963424683,0.1384272749789591,-0.005817497245997419,0.44677719473838806
49152,35.67034896899713,0.0056952048271218395,0.06990966945886612,,,,,,,,0.015625,0.6600039005279541,0.15194095746893904,-0.007010091532808186,0.7874863743782043
57344,40.85441350200563,0.008663839089506756,0.12114258110523224,,,,,,,,0.015625,0.6657057404518127,0.1567303936021039,-0.009880135886841522,0.157253235578537
65536,46.0295939980133,0.006591042791088214,0.08183594048023224,0.002175719360427708,0.21546362245563616,0.21503533414168596,66,43.47331737430183,0.75,nan,0.015625,0.6646586656570435,0.16672525247402556,-0.00865229604476107,0.1274411529302597
73728,50.521655399003066,0.005393609428053021,0.06148681789636612,,,,,,,,0.015625,0.6699978113174438,0.13382927513817874,-0.005747852405653473,0.037464480847120285
81920,54.286542699002894,0.003938927996030589,0.04060058668255806,,,,,,,,0.015625,0.6685623526573181,0.1434579947923559,-0.004980418221756992,0.20888786017894745
90112,58.09297902599792,0.005332808339859637,0.06143799051642418,,,,,,,,0.015625,0.6720715761184692,0.09258437993275694,-0.0051847754005674325,0.1440056413412094
98304,61.415754033019766,0.00493928421384878,0.05169677734375,0.001307776840462238,0.20960311975171658,0.2082630093715069,66,44.068967705145745,21.75,nan,0.015625,0.6700250506401062,0.12039117577132301,-0.004369134506485503,0.21556416153907776
106496,63.87778800301021,0.004398619040977743,0.04851074144244194,,,,,,,,0.015625,0.6764029264450073,0.10820058408416967,-0.003145616428850388,0.13849656283855438
114688,66.14427604200318,0.00472671657247733,0.05428466945886612,,,,,,,,0.015625,0.6754617691040039,0.08700387139370806,-0.0033355852728379426,0.4992431700229645
122880,68.50749552701018,0.004743286701848856,0.04935302957892418,,,,,,,,0.015625,0.6738824844360352,0.1233040153832421,-0.003862116933728409,0.4585115611553192
131072,70.70281408901792,0.004834255944579943,0.05324707180261612,0.0013571840628799903,0.1925541793184992,0.19149222111878833,66,45.29658594057188,47.25,nan,0.015625,0.66798996925354,0.10618732122103042,-0.003849010141028175,1.0858163833618164
139264,73.18936516001122,0.006335523378885147,0.07403564453125,,,,,,,,0.0078125,0.6818406581878662,0.13108445310491165,-0.006246864545380279,0.11034812778234482
147456,77.24796999501996,0.0075703418915688304,0.09727783501148224,,,,,,,,0.015625,0.6773231625556946,0.1350400496194577,-0.007223282481675911,0.08556473255157471
155648,81.17499401301029,0.006380796103123143,0.08070068806409836,,,,,,,,0.015625,0.6800545454025269,0.11671857813588987,-0.006287131631673744,0.12641926109790802
163840,85.78846455999883,0.004306342653382381,0.04707031324505806,0.001161922407596938,0.15274518391899572,0.15274518391899572,66,48.45506068563583,49.5,nan,0.015625,0.6819815635681152,0.13160848754755866,-0.005497902719841522,0.25439321994781494
172032,90.0349467130145,0.003494970868435704,0.03055419959127903,,,,,,,,0.015625,0.6848497986793518,0.10841966101023437,-0.0028651080470777327,0.27219003438949585
180224,94.79958313101088,0.003794334662447527,0.03706054762005806,,,,,,,,0.015625,0.6929571032524109,0.1183821003030523,-0.0026723585859727457,0.2242240458726883
188416,98.85993633102044,0.003979486734147778,0.04000244289636612,,,,,,,,0.015625,0.6892389059066772,0.12949754043630998,-0.0037659302131207426,0.22343258559703827
196608,103.02434193500085,0.004716231633329652,0.04682617262005806,0.003045152081930902,0.16013866166958707,0.16013866166958707,66,47.59967882230283,49.5,nan,0.015625,0.6845971345901489,0.11077535975690628,-0.0038191306123668556,0.3698115944862366
204800,107.38572590702097,0.005850020676116181,0.07064209133386612,,,,,,,,0.015625,0.6843799352645874,0.10372412272905235,-0.004218503350091327,0.33527883887290955
212992,112.2019650080183,0.005205721232646874,0.057373046875,,,,,,,,0.015625,0.6898399591445923,0.12044412624738955,-0.003802922216386176,0.2799377143383026
221184,116.46883406100096,0.005010086394106172,0.05585937574505806,,,,,,,,0.015625,0.6906777620315552,0.12766619774088403,-0.0069636545775130735,0.203788161277771
229376,121.66242013601004,0.004274322584559512,0.0445556640625,0.0010042964446784763,0.15912030828909648,0.15911302562285595,66,47.64444386929355,48.75,nan,0.015625,0.6925060153007507,0.1309718205402919,-0.0032314136266433737,0.1671328991651535
237568,126.42105354001978,0.005183950837072264,0.05632324144244194,,,,,,,,0.015625,0.6962411403656006,0.12902529518008196,-0.0042889748135081784,0.07490890473127365
245760,130.3653351899993,0.006032280011419105,0.07082519680261612,,,,,,,,0.015625,0.6993650197982788,0.11358198414552834,-0.005796231308399614,0.18109889328479767
253952,134.8360065650195,0.005920703799718936,0.07248535007238388,,,,,,,,0.015625,0.7055938243865967,0.11262890796693993,-0.004851249254057204,0.17333632707595825
262144,138.99497547600185,0.006820166495506522,0.0877685546875,0.004094288463553419,0.14511896742027708,0.14511896742027708,66,49.24613373912022,49.5,nan,0.015625,0.7068548202514648,0.1147530165044674,-0.006658084531124909,0.4676821231842041
270336,143.3359641120187,0.005319574088488623,0.06064453348517418,,,,,,,,0.015625,0.7153463959693909,0.09419203239649021,-0.003802089437268136,0.2472875565290451
278528,147.9976141960069,0.0052524419884402394,0.05769043043255806,,,,,,,,0.0078125,0.7091717720031738,0.10859323426248237,-0.0038006189815682906,0.3541877567768097
286720,152.72913356102072,0.006137135445504542,0.0709228515625,,,,,,,,0.015625,0.7201713919639587,0.08984020351463129,-0.005026006387498316,0.1314014047384262
294912,157.34845445401152,0.006047747125384519,0.07341308891773224,0.002503202405673366,0.1290488277258013,0.1290488277258013,66,50.97460053044113,49.5,nan,0.015625,0.7263519763946533,0.09081585873836578,-0.005431541117764013,0.15463858842849731
303104,161.89569945499534,0.005663221186988336,0.06602783501148224,,,,,,,,0.015625,0.7306317687034607,0.09800687011518713,-0.005255314558729158,0.19115065038204193
311296,165.61213637600304,0.006949804324635736,0.08823242038488388,,,,,,,,0.015625,0.7367021441459656,0.10147752702429744,-0.004884723658703057,0.24303331971168518
319488,169.69570322000072,0.006982947517565558,0.08925781399011612,,,,,,,,0.015625,0.7472087740898132,0.08772236706494846,-0.006261666559675976,0.2018740028142929
327680,173.57652358399355,0.006521822152844217,0.07858886569738388,0.003505505937731357,0.09434126327164,0.09434126327164,66,55.216961625039225,49.5,nan,0.015625,0.7533300518989563,0.08901022102860305,-0.005684852575624024,0.2324032336473465
335872,178.06423030601582,0.005555380825594338,0.06425781548023224,,,,,,,,0.015625,0.7660087943077087,0.06990147287295455,-0.0039476770730194136,0.3350711464881897
344064,182.34038895799313,0.005449250157105787,0.06218261644244194,,,,,,,,0.015625,0.7741537094116211,0.07462587356314922,-0.0034637601735047017,0.4117640554904938
352256,186.376502678002,0.005103940636830574,0.05583496019244194,,,,,,,,0.015625,0.7715523838996887,0.06504602861029371,-0.002919023869599024,0.535897433757782
360448,191.36825896101072,0.006498352651948325,0.08023681491613388,0.0009691967568341564,0.07653299301891656,0.07653299301891656,66,57.365386181289594,49.5,nan,0.015625,0.7843496799468994,0.053345186830631997,-0.005228347123233082,0.5028204321861267
368640,196.52487447301974,0.0059224347832716705,0.07058105617761612,,,,,,,,0.015625,0.7924817800521851,0.06789156292762039,-0.00423579062222987,0.5401482582092285
376832,200.44124788200133,0.005035199383624487,0.05461425706744194,,,,,,,,0.015625,0.8005602359771729,0.04165816694875732,-0.0035129953135366724,0.7007040977478027
385024,204.3815362850146,0.005198541622493303,0.05716552957892418,,,,,,,,0.015625,0.7993456125259399,0.0621520128550276,-0.003214764041044925,0.887107789516449
393216,208.85509248901508,0.005915720569514459,0.06766357272863388,0.0007878598164801076,0.054406107726662205,0.05430442740307656,66,61.57013800102754,47.25,nan,0.015625,0.812844455242157,0.05060435510146308,-0.0035425459279140358,0.683349072933197
401408,213.6642238009954,0.004652157897095196,0.04637451097369194,,,,,,,,0.015625,0.8053470253944397,0.04912216664553272,-0.0027486868457116662,1.1938260793685913
409600,218.01010892400518,0.005700624592100562,0.06798096001148224,,,,,,,,0.0078125,0.8120453357696533,0.04025385598684034,-0.004077782506305051,0.7738615870475769
417792,222.43876665001153,0.005573778850133913,0.06625976413488388,,,,,,,,0.015625,0.8166435956954956,0.04468963282735684,-0.003499611842361518,0.6294099688529968
425984,226.6283893880027,0.004536182385794072,0.04771728441119194,0.0016631154789488178,0.0499249768909379,0.04868807212925605,66,62.45387724429675,48.75,nan,0.015625,0.8209383487701416,0.04539038956017721,-0.0021278730641245483,0.6316360831260681
434176,231.4509578559955,0.0057973422924507655,0.06646728515625,,,,,,,,0.015625,0.8082402944564819,0.0524630425396658,-0.0037200372471096984,0.6735005974769592
442368,235.90947748499457,0.0044375310065425345,0.04366455227136612,,,,,,,,0.015625,0.8159336447715759,0.043462459110469656,-0.001232707455892827,0.6362332701683044
450560,241.04609820301994,0.006010807575385954,0.0736083984375,,,,,,,,0.015625,0.8202939033508301,0.0500382201975197,-0.0026779255562769996,0.7298497557640076
458752,245.7661614130193,0.004952581241873136,0.05368652567267418,0.002658676108782121,0.03897898777024492,0.03897898777024492,66,64.88252953468567,49.5,nan,0.015625,0.8252802491188049,0.04464877975195693,-0.0024757936723776106,0.6649136543273926
466944,250.17187158801244,0.005085210591190532,0.05747070536017418,,,,,,,,0.015625,0.843242347240448,0.03778073432307364,-0.00199857793857845,0.932345986366272
475136,254.3450535919983,0.0045144567247951805,0.04633789137005806,,,,,,,,0.015625,0.8414803743362427,0.03549917436127211,-0.0019678743704874112,0.9049703478813171
483328,258.3084556290123,0.005022182970553752,0.05329589918255806,,,,,,,,0.015625,0.8506193161010742,0.0282633207935873,-0.0018751085368672136,0.927912175655365
491520,261.6356768340047,0.005184862099580284,0.05783691629767418,0.0016915367192924524,0.03573668128286757,0.0337061719893453,66,66.85106731484444,48.75,nan,0.015625,0.8473249077796936,0.035597902534343306,-0.0019584551859806684,1.3613771200180054
499712,264.1803163519944,0.005974145289576845,0.07062988728284836,,,,,,,,0.015625,0.8619111180305481,0.03505398024581646,-0.0022919428549478165,0.9707738757133484
507904,266.48366072701174,0.004944136169968276,0.05434570461511612,,,,,,,,0.015625,0.8549255728721619,0.029604755906365854,-0.002833030253957677,1.1441594362258911
516096,268.74149497700273,0.005428003215755744,0.06097412109375,,,,,,,,0.015625,0.8603014945983887,0.03315141653010704,-0.0017642038032638402,0.9094491004943848
524288,270.9970655660145,0.0055584487107376256,0.06568603962659836,0.002922696088678567,0.027349751066188633,0.027349751066188633,66,68.548646419689,49.5,nan,0.015625,0.8670812845230103,0.02860921763584491,-0.0013419983727992642,1.378655195236206
532480,273.1089591830096,0.0048959865568549855,0.05258789286017418,,,,,,,,0.015625,0.8657031059265137,0.021207299327291318,-0.0019840584880609943,1.2817736864089966
540672,275.19258244600496,0.005232400665136518,0.060546875,,,,,,,,0.015625,0.8708928823471069,0.028564571507132666,-0.0016887365710999752,1.191778302192688
548864,277.19353968300857,0.004587467608305461,0.04825439676642418,,,,,,,,0.0078125,0.8611509799957275,0.02564555107366088,-0.00045879108036532665,1.2101454734802246
557056,279.22753904701676,0.00626815980719398,0.07537841796875,0.0019178332223921402,0.024290471796571414,0.022379024171487794,66,70.9782756839589,48.75,nan,0.015625,0.8664219975471497,0.02428552480660903,-0.002742129943796439,0.9625476002693176
565248,281.24872350899386,0.004995703056015131,0.05443115159869194,,,,,,,,0.015625,0.8699536323547363,0.03328540745206817,-0.0019262061337497012,1.0729541778564453
573440,283.23799659401993,0.005770035283176935,0.06608887016773224,,,,,,,,0.015625,0.8823699355125427,0.022810535582994385,-0.002348663127929868,1.0979032516479492
581632,285.19953896600055,0.005188805540115387,0.05791015550494194,,,,,,,,0.015625,0.8849672675132751,0.02123869956154051,-0.000968918552072014,1.7244561910629272
589824,287.19261101901066,0.00462864112305377,0.04704589769244194,0.0008269127913342889,0.016660296171280942,0.016365873621167405,66,74.85471861761788,45.0,nan,0.015625,0.8899734616279602,0.02104133896381585,-0.002117623093779399,1.4034900665283203
598016,289.16791586601175,0.005513103858810144,0.06357421725988388,,,,,,,,0.015625,0.8820657730102539,0.01884755851722039,-0.0024466499446612537,1.8484890460968018
606208,291.16253044700716,0.005256897463992261,0.05772705003619194,,,,,,,,0.015625,0.8910591006278992,0.024666422686337997,-0.0012753064391347196,1.4379233121871948
614400,293.1341713560105,0.006298499820082368,0.0750732421875,,,,,,,,0.015625,0.8900566101074219,0.01905947243681888,-0.0003431992167778403,1.469285011291504
622592,295.11933168399264,0.005293390769419941,0.058349609375,0.0006444129139072663,0.015059018561877247,0.014762194016728836,66,75.39321354219199,45.0,nan,0.015625,0.908402681350708,0.01218614566645856,-0.0010206900726708278,1.4205641746520996
630784,297.1133807320148,0.00551940803126898,0.064453125,,,,,,,,0.015625,0.8953011631965637,0.02118422899806868,-0.001078802192601459,1.8364008665084839
638976,299.1463866980048,0.006073908331114025,0.07396240532398224,,,,,,,,0.015625,0.9139974117279053,0.017564147249333695,-0.0016029781069336392,1.65017569065094
647168,301.1394200370123,0.0058589211696105275,0.06888427585363388,,,,,,,,0.015625,0.9051774740219116,0.024250595813414877,-0.00211532527479293,1.7452869415283203
655360,303.097467279993,0.005001578271860198,0.05441894754767418,0.0017328912164300547,0.01400167475802986,0.012312990382147804,66,75.50839907689672,48.75,nan,0.015625,0.9182438850402832,0.01855331218264448,-0.0015555970597096833,2.1853485107421875
663552,305.08538951101946,0.005432519886239043,0.06131592020392418,,,,,,,,0.015625,0.9138175845146179,0.011730127432461702,-0.001977148555112565,1.8820345401763916
671744,307.0835425260011,0.005107068900695975,0.05638427659869194,,,,,,,,0.015625,0.9194834232330322,0.01878688980571125,-0.0015219334301471077,1.7960243225097656
679936,309.0588152029959,0.005702875309607117,0.06668701022863388,,,,,,,,0.0078125,0.9235870838165283,0.01221476008699719,-0.0013252081862292642,1.2653446197509766
688128,311.0342138239939,0.005852272252374767,0.0706787109375,0.0004580290645663787,0.013770429337907276,0.010924150838186309,66,75.24368710431834,48.75,nan,0.015625,0.9034690856933594,0.017306852029358433,-0.0005557446470141548,1.0849725008010864
696320,313.0828199569951,0.005645032638069473,0.06619872897863388,,,,,,,,0.015625,0.9137004613876343,0.01591401427725886,-0.001602384317295584,1.029083251953125
704512,315.0622669479926,0.005284144568455541,0.05820312723517418,,,,,,,,0.015625,0.9203076958656311,0.020783293311624842,-0.0018040226614839659,1.4603848457336426
712704,317.0321766230045,0.005877179735793225,0.069580078125,,,,,,,,0.015625,0.9190633893013,0.012294266431334345,-0.0009008063973592636,1.342641830444336
720896,318.99377555100364,0.005892594554301325,0.06759033352136612,0.0010921744717596882,0.008754615672173517,0.00591311304105856,66,79.9440464084413,48.75,nan,0.015625,0.923795759677887,0.01710728004673866,-0.0011456010589867432,1.3081943988800049
729088,321.0480492589995,0.005744553589376767,0.069580078125,,,,,,,,0.015625,0.9333341717720032,0.013616683820927145,-0.00038909979551568236,1.473495364189148
737280,323.0153224450187,0.005672798083790992,0.06464844197034836,,,,,,,,0.015625,0.9267985820770264,0.015557102617645969,-0.0014647212892997818,1.4508942365646362
745472,324.98053621299914,0.00519159173301556,0.05926513671875,,,,,,,,0.015625,0.9424580335617065,0.0104725366810157,-0.00014812157409782882,1.4279844760894775
753664,326.9736962199968,0.00478751639953047,0.05170898512005806,0.0013029886561739534,0.007474335995366611,0.005768306992091021,66,82.5393199095646,45.0,nan,0.015625,0.9400696158409119,0.015015416618346168,-0.0002209045913969791,1.627694010734558
761856,328.99298787800944,0.007519022315560545,0.095947265625,,,,,,,,0.015625,0.9425570964813232,0.006695592533305772,-0.0019561163719865743,2.055100440979004
770048,330.99126445301226,0.0067340156461101865,0.08198242634534836,,,,,,,,0.015625,0.9430851936340332,0.010166535846903225,-0.0023793364328865124,1.6747013330459595
778240,332.97826518601505,0.006006727589857621,0.07298584282398224,,,,,,,,0.015625,0.9676398634910583,0.011601923917549984,0.0002237637190141393,1.5187705755233765
786432,334.94956135199754,0.005770785853443129,0.06760253757238388,0.003223375572302789,0.004094175819054635,0.004094175819054635,66,84.33737829219996,49.5,nan,0.015625,0.9579484462738037,0.014437467942339433,-0.0009928372603602382,1.9242823123931885
794624,336.9709763840074,0.005939947940275028,0.07159423828125,,,,,,,,0.015625,0.963249921798706,0.00778976098126124,-0.00132130358264272,2.4005589485168457
802816,338.95719179100706,0.005224541406557806,0.05917968973517418,,,,,,,,0.015625,0.9780845642089844,0.010675533325875309,-0.0014974977107361288,2.289386749267578
811008,340.9254641949956,0.005880585374431471,0.06710205227136612,,,,,,,,0.015625,0.9763885140419006,0.007449538026280622,-0.0018529631846051508,1.8859331607818604
819200,342.9349949879979,0.005786789193569942,0.06591796875,0.0020851226906191123,0.004133588600204641,0.0030887510948823917,66,85.31434667520175,47.25,nan,0.0078125,0.9530854821205139,0.007493995342205773,-7.924570634667716e-05,2.219874620437622
827392,344.92112717800774,0.0061754799446358845,0.07430420070886612,,,,,,,,0.015625,0.9591349363327026,0.011844962453936549,-0.0012880475852225732,1.7049598693847656
835584,346.9396634470031,0.006293693627974182,0.07625732570886612,,,,,,,,0.015625,0.9605265855789185,0.007796378315072284,-0.00012021583189308701,1.7677353620529175
