step,wall,approx_kl,clip_frac,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,mean_reward,min_JT,pg_loss,v_loss
8192,9.092853189999005,0.00434215678884279,0.037109375,,,,,,,,0.0,0.6218785643577576,0.16667747199732436,-0.004053764942030477,20.703123092651367
16384,12.094827578985132,0.0037362199652411,0.03304443508386612,,,,,,,,0.0,0.5032142400741577,0.15650784742510396,-0.004902210209842393,7.4173583984375
24576,15.51467856799718,0.0037593286992327318,0.03536377102136612,,,,,,,,0.0078125,0.5557692050933838,0.15224590338049793,-0.005702438993431996,7.361114501953125
32768,18.333465837000404,0.0045300619946522435,0.04855957254767418,,,,,,,,0.0,0.6490730047225952,0.18674471948114307,-0.0040394225086660945,2.2109181880950928
40960,22.10459343099501,0.006797746258437951,0.09096679836511612,,,,,,,,0.0,0.6499514579772949,0.18879568646154782,-0.00831328054777469,1.8590892553329468
49152,24.834411432995694,0.003549852112531334,0.02750244177877903,,,,,,,,0.0078125,0.6575357913970947,0.1829663828027454,-0.0035707515977049936,3.6449992656707764
57344,27.04075074798311,0.0035747761178767778,0.03608398512005806,,,,,,,,0.0,0.6566485166549683,0.20100553023051632,-0.0031742526012506645,0.6713141798973083
65536,30.02937827000278,0.003838770986245743,0.03165283426642418,0.0013891035483335479,0.21635116858579262,0.215039331899778,333,219.6855161583461,1.5,nan,0.0078125,0.6564216613769531,0.18822863355354663,-0.002684524920687786,1.749161958694458
73728,35.76223733599181,0.0059241590937318496,0.06925048679113388,,,,,,,,0.0,0.6571639776229858,0.2123846883149604,-0.004594418494960297,0.2828347682952881
81920,38.49227397100185,0.004346448060489568,0.04234619066119194,,,,,,,,0.0,0.6556933522224426,0.21195076621665482,-0.003482003816406544,0.3732006251811981
90112,41.30182218897971,0.002915374151292552,0.02072753943502903,,,,,,,,0.0078125,0.65732741355896,0.21021161087471643,-0.0023178224757996616,0.3482494354248047
98304,44.20108954698662,0.005342216269728709,0.06109619140625,,,,,,,,0.0,0.658578097820282,0.20912384708906112,-0.004793354446125496,0.14804746210575104
106496,47.0359237229859,0.003182153212138893,0.01799316518008709,,,,,,,,0.0,0.6589280366897583,0.20832966954856097,-0.0019728207588517316,0.18208031356334686
114688,50.0451591439778,0.004605790949330945,0.0506591796875,,,,,,,,0.0078125,0.6580327749252319,0.20793951164814453,-0.0031104150555114974,0.0624929741024971
122880,52.63427306798985,0.005229277543237317,0.06068115308880806,,,,,,,,0.0,0.6572439074516296,0.21077577923022833,-0.00407873816071718,0.09447081387042999
131072,55.032840529980604,0.002834823598130813,0.02072753943502903,0.002618374813176727,0.21692547508610383,0.21504499152157278,333,219.59914232463728,49.5,nan,0.0078125,0.65695720911026,0.20935862025556767,-0.0023688286175771534,0.2615673243999481
139264,57.47526227199705,0.0049850696806004995,0.0533447265625,,,,,,,,0.0,0.658681333065033,0.21358030800516511,-0.00254036337617932,0.033249687403440475
147456,59.24396074799006,0.004364701641748822,0.0418701171875,,,,,,,,0.0,0.6577856540679932,0.20826635587183984,-0.003294914898841688,0.07855614274740219
155648,60.725102358002914,0.004646515939198856,0.05015869066119194,,,,,,,,0.0078125,0.6575899720191956,0.20981073511146095,-0.0033310575115525205,0.08213748037815094
163840,61.98429213298368,0.0042286552273229335,0.04243164137005806,,,,,,,,0.0,0.6591656804084778,0.212083392704437,-0.0037054687506033607,0.02672971598803997
172032,63.22247210898786,0.004193129313226604,0.04141845926642418,,,,,,,,0.0078125,0.6580390930175781,0.21178624063292265,-0.003814918475368039,0.066899873316288
180224,64.40804622098221,0.005217805826355365,0.05716552957892418,,,,,,,,0.0,0.6591978669166565,0.2126019202307543,-0.005671325953359331,0.009328934364020824
188416,65.6403939719894,0.003851267974923188,0.03350830078125,,,,,,,,0.0,0.6586931943893433,0.21354132488149538,-0.0028197808409023244,0.01986418478190899
196608,66.88030524598435,0.003257925980550204,0.02489013783633709,0.0023085874899275716,0.22081004076455835,0.21476155852142997,333,219.7445922917701,48.150000000000006,nan,0.0078125,0.6586923599243164,0.2131521035071573,-0.0032444029613949905,0.04440201818943024
204800,68.17524848898756,0.006050277204350528,0.07222900539636612,,,,,,,,0.0,0.6586092114448547,0.21372364322657203,-0.004225501727450826,0.00663134315982461
212992,69.29675654598395,0.003620246906478726,0.02678222768008709,,,,,,,,0.0,0.6585131287574768,0.21270262173499366,-0.0022317266638749804,0.06042885407805443
221184,70.72195460100193,0.004016318876848286,0.03681640699505806,,,,,,,,0.0078125,0.6589586138725281,0.21337500151284333,-0.0042252612079010194,0.009249227121472359
229376,71.9656717539765,0.004723547947297664,0.04781494289636612,,,,,,,,0.0,0.6588180065155029,0.21343878998231874,-0.00404060678178638,0.00956104975193739
237568,74.14624579998781,0.004097461557648281,0.03469238430261612,,,,,,,,0.0078125,0.658842921257019,0.21267182731459272,-0.004049461378941741,0.0404098741710186
245760,77.24255214899313,0.0052874074391104225,0.05900878831744194,,,,,,,,0.0,0.6592013835906982,0.2137839150051352,-0.0033723246050588436,0.0046341014094650745
253952,80.01859175899881,0.0037564823240057027,0.03225097805261612,,,,,,,,0.0,0.6587797999382019,0.2134208538432801,-0.003397578869419467,0.010187240317463875
262144,82.41814197899657,0.003500060596629716,0.03067626990377903,0.002573629952038581,0.21778559665216543,0.21467082097921994,333,219.82385465709604,44.7,nan,0.0078125,0.6590610146522522,0.21327771322921962,-0.002847576365221415,0.017866844311356544
270336,85.3165167659754,0.005516229581635376,0.06165771558880806,,,,,,,,0.0,0.6595283150672913,0.21407501673500673,-0.004973128694689148,0.005893588066101074
278528,88.24871637497563,0.003894899285655129,0.02972412109375,,,,,,,,0.0078125,0.6592869162559509,0.2127317295571482,-0.0029779792672170752,0.08381643146276474
286720,91.32479516899912,0.005068602926951659,0.05690918117761612,,,,,,,,0.0,0.6592352390289307,0.21439981372126266,-0.0035615255429327533,0.005761083215475082
294912,94.10633585898904,0.005095355141895715,0.05755615234375,,,,,,,,0.0,0.6592358350753784,0.21396549208783333,-0.004310204931627622,0.011951618827879429
303104,96.83765139998286,0.004148763221323476,0.03913574293255806,,,,,,,,0.0078125,0.6593047976493835,0.21356545634249646,-0.003535805672019634,0.01692695915699005
311296,99.34589221098577,0.007174584992348811,0.08864746242761612,,,,,,,,0.0,0.6591817736625671,0.21452994407508313,-0.00603879584697186,0.004138407297432423
319488,102.18678687300417,0.004554306661674108,0.03963623195886612,,,,,,,,0.0,0.6589097380638123,0.2140541449872194,-0.0029808935148100623,0.11460968106985092
327680,105.12991019900073,0.0071679671351614115,0.09176025539636612,0.0011638767372426084,0.22025174455126906,0.21502263687387352,333,219.66645677845787,44.550000000000004,nan,0.0078125,0.6593672037124634,0.21430990611262185,-0.006319009783904771,0.005839990917593241
