step,wall,approx_kl,clip_frac,eval_1mU_at_best,eval_JT_end,eval_JT_min,eval_len,eval_return,eval_t_JT_min,eval_t_first_PE,frac_done,gate_entropy,gate_eps,gate_loss,log_std,m_cov,m_jump,m_q_minus_v,m_value,m_var,mean_reward,min_JT,pg_loss,policy_reward,search_gain,task_reward,v_loss,warmup
90112,533.8215436850005,0.015220570378005505,0.20509032905101776,,,,,,,,0.4765625,-0.3233306407928467,0.30692532658576965,-0.0016785014886409044,-0.21706613898277283,0.0696166530251503,2.705852746963501,0.12292943149805069,0.11373022943735123,0.5490091443061829,-9.202611923217773,0.24715509724184703,-0.029688512906432152,-49.14052963256836,0.1534947007894516,0.2412732094526291,23.666671752929688,0.0
98304,577.7487559589936,0.023913856595754623,0.30662843585014343,,,,,,,,0.43994140625,-0.3735487461090088,0.2905946373939514,-0.002385522471740842,-0.2325761765241623,0.09572159498929977,2.9298105239868164,0.12154705822467804,0.1343487948179245,0.4923870265483856,-8.447299003601074,0.24669265042076238,-0.04447835683822632,-51.80735397338867,0.16141706705093384,0.20867478847503662,33.6890983581543,0.0
106496,618.6282086650026,0.015034726820886135,0.21748046576976776,,,,,,,,0.4708251953125,-0.34688398241996765,0.27024778723716736,-0.002769454149529338,-0.25439852476119995,0.07375973463058472,2.7723653316497803,0.1381169855594635,0.13935308158397675,0.5228973627090454,-9.084074020385742,0.2464736940768092,-0.03543006628751755,-61.587425231933594,0.16088515520095825,0.19541603326797485,32.3458137512207,0.0
114688,662.8091439580021,0.01570788398385048,0.25633546710014343,,,,,,,,0.409423828125,-0.3866341710090637,0.28801774978637695,-0.004056253470480442,-0.2714974582195282,0.12040422111749649,3.116177797317505,0.12383396923542023,0.13854245841503143,0.45492807030677795,-7.816627025604248,0.2469572659729823,-0.0386088564991951,-60.34552764892578,0.12346263229846954,0.13954704999923706,40.08753204345703,0.0
122880,706.843378118996,0.013852357864379883,0.18798828125,,,,,,,,0.465087890625,-0.42856526374816895,0.26473093032836914,-0.0010360059095546603,-0.29355287551879883,0.08651439100503922,2.0497777462005615,0.1307467222213745,0.11609617620706558,0.4974921643733978,-8.964466094970703,0.2470995273733516,-0.026515547186136246,-74.47560119628906,0.12049799412488937,0.14869265258312225,31.368732452392578,0.0
131072,756.3959011319967,0.009567792527377605,0.12919922173023224,0.0013921217263657137,0.25410042513610376,0.24856665617055784,3,-18.736340587634736,0.30000000000000004,nan,0.393310546875,-0.5214337706565857,0.2455304116010666,-0.01020048838108778,-0.31483036279678345,0.09531757235527039,3.6012020111083984,0.14555256068706512,0.17721395194530487,0.4940824508666992,-7.486293315887451,0.24129227261997033,-0.02118457853794098,-67.03308868408203,0.108307845890522,0.14407393336296082,50.83953857421875,0.0
139264,806.5244776629988,0.011305038817226887,0.17843018472194672,,,,,,,,0.3515625,-0.5953475832939148,0.22961564362049103,-0.008836816065013409,-0.33261042833328247,0.11557456105947495,4.405666828155518,0.12571512162685394,0.16816671192646027,0.4545143246650696,-6.624710559844971,0.2459573208760324,-0.026692409068346024,-63.85324478149414,0.11188789457082748,0.1513126790523529,58.63119125366211,0.0
147456,856.1687711859995,0.008279022760689259,0.10683593899011612,,,,,,,,0.3623046875,-0.6929898262023926,0.20315054059028625,-0.004585674498230219,-0.36000174283981323,0.07626064121723175,3.386216402053833,0.1187296137213707,0.1327061951160431,0.5101763606071472,-6.8460893630981445,0.2467561443686791,-0.02260395884513855,-66.22357177734375,0.10444504022598267,0.17616578936576843,42.2387809753418,0.0
155648,902.9391284869926,0.012088743038475513,0.18096923828125,,,,,,,,0.3753662109375,-0.7639080286026001,0.1870594620704651,-0.0028784433379769325,-0.3764362335205078,0.0891251415014267,4.228324890136719,0.1436139941215515,0.17900040745735168,0.47703295946121216,-7.116140365600586,0.24519624338855772,-0.027118956670165062,-75.49638366699219,0.09616612643003464,0.16659456491470337,65.28912353515625,0.0
163840,948.9049163289892,0.006290662568062544,0.06914062798023224,,,,,,,,0.3475341796875,-0.8484224677085876,0.16530944406986237,-0.005436577368527651,-0.3963314890861511,0.08588232100009918,3.3856093883514404,0.11791107803583145,0.14761336147785187,0.4869997501373291,-6.542353630065918,0.2461213305218799,-0.013743588700890541,-71.48567962646484,0.09630783647298813,0.16126880049705505,61.1497688293457,0.0
172032,988.0370056469983,0.01030965056270361,0.14697265625,,,,,,,,0.3548583984375,-0.9580703973770142,0.15758685767650604,-0.00610777223482728,-0.41472503542900085,0.08309435099363327,3.9463348388671875,0.12121295928955078,0.14731399714946747,0.4836525619029999,-6.692770481109619,0.24178372710901186,-0.02256440371274948,-77.17146301269531,0.10492372512817383,0.18065963685512543,69.44962310791016,0.0
180224,1029.2475442529976,0.009028433822095394,0.11553955078125,,,,,,,,0.373291015625,-1.0444217920303345,0.14071431756019592,-0.004470267333090305,-0.4351634383201599,0.07797100394964218,3.8575618267059326,0.15907816588878632,0.1994217038154602,0.49489641189575195,-7.073513984680176,0.2453495601482617,-0.02040698193013668,-83.41862487792969,0.08969666063785553,0.1580347716808319,83.76953125,0.0
188416,1076.5494989889994,0.008184111677110195,0.09769286960363388,,,,,,,,0.3314208984375,-1.0917121171951294,0.12874893844127655,-0.00018740518135018647,-0.4559958875179291,0.09022840112447739,3.5329697132110596,0.10982771962881088,0.15290598571300507,0.4744848310947418,-6.210007190704346,0.24073659159287042,-0.016766926273703575,-74.491455078125,0.12375844269990921,0.16797038912773132,60.49862289428711,0.0
196608,1123.3895551280002,0.006666827481240034,0.07388915866613388,0.006208121683098589,0.2553000981726953,0.2544447406417293,3,-18.733893360867114,0.15000000000000002,nan,0.3304443359375,-1.1053322553634644,0.12179211527109146,-0.00033815117785707116,-0.47886383533477783,0.08066762238740921,3.8465683460235596,0.13667725026607513,0.1894727200269699,0.49315252900123596,-6.19024133682251,0.24648163206057827,-0.015238925814628601,-76.46521759033203,0.10074912011623383,0.16037024557590485,70.96337127685547,0.0
204800,1170.3989859290014,0.011214426718652248,0.16042481362819672,,,,,,,,0.3331298828125,-1.0975316762924194,0.1287873387336731,-0.0033903743606060743,-0.4952104687690735,0.1022428497672081,5.00564432144165,0.13728858530521393,0.20859499275684357,0.44170665740966797,-6.244497299194336,0.2365261706546241,-0.02298372983932495,-81.98509979248047,0.11749771237373352,0.11648827791213989,97.3658218383789,0.0
212992,1217.294123886997,0.008351386524736881,0.10494384914636612,,,,,,,,0.3531494140625,-1.180456519126892,0.1144510954618454,-0.0003608439874369651,-0.5230205059051514,0.07158400118350983,3.487980604171753,0.1284465342760086,0.17129209637641907,0.5121694803237915,-6.658775329589844,0.24279485891550312,-0.01690593920648098,-87.01447296142578,0.09876667708158493,0.19810053706169128,65.49137878417969,0.0
221184,1262.5879229199927,0.008618528954684734,0.11347656697034836,,,,,,,,0.3255615234375,-1.200130820274353,0.11038103699684143,-2.244164170406293e-05,-0.5394288301467896,0.11304141581058502,4.600886821746826,0.15056325495243073,0.22231259942054749,0.4305780827999115,-6.0902299880981445,0.24660922054696843,-0.016849562525749207,-84.42578125,0.0833500474691391,0.13713926076889038,98.42080688476562,0.0
229376,1309.634379782001,0.009057051502168179,0.11993408203125,,,,,,,,0.328125,-1.1934024095535278,0.1091151162981987,-0.0007585838320665061,-0.5640339255332947,0.08791939169168472,4.460616588592529,0.16555863618850708,0.2398419827222824,0.45513859391212463,-6.143617153167725,0.2468326738971678,-0.02021363191306591,-85.57748413085938,0.09264078736305237,0.11400613188743591,99.00176239013672,0.0
237568,1362.675767747991,0.009327447973191738,0.13786621391773224,,,,,,,,0.3857421875,-1.2056143283843994,0.11468784511089325,0.00019907532259821892,-0.5784834623336792,0.09537839889526367,4.9445013999938965,0.1900162547826767,0.26545271277427673,0.43610915541648865,-7.330313682556152,0.24062029251394268,-0.019016219303011894,-107.1485595703125,0.13082846999168396,0.06760559231042862,127.64653778076172,0.0
245760,1416.7018322509975,0.008427951484918594,0.11086425930261612,,,,,,,,0.337158203125,-1.2589057683944702,0.10819555819034576,-0.00022788687783759087,-0.6005329489707947,0.07626160234212875,3.6414222717285156,0.12280295044183731,0.15332558751106262,0.48149847984313965,-6.328968524932861,0.2471594000005085,-0.0196057315915823,-91.62549591064453,0.10427075624465942,0.17531035840511322,77.2966079711914,0.0
253952,1472.1766414809972,0.015229376964271069,0.23260498046875,,,,,,,,0.4334716796875,-1.2764034271240234,0.10370111465454102,-5.059428440290503e-05,-0.6166256666183472,0.14465606212615967,7.1508660316467285,0.2138550728559494,0.29496684670448303,0.37022697925567627,-8.315641403198242,0.2430387717781719,-0.03143201023340225,-128.72879028320312,0.06675904989242554,0.07046428322792053,146.58694458007812,0.0
262144,1534.1377494059998,0.020226679742336273,0.2524169981479645,0.003325877635754204,0.25926766841957316,0.2489763646908828,4,-18.09051323822745,0.45,nan,0.3424072265625,-1.323745608329773,0.10165207833051682,-0.0015387319726869464,-0.637946367263794,0.07705527544021606,4.044896602630615,0.15168051421642303,0.189914733171463,0.48835107684135437,-6.437445640563965,0.24474642292996296,-0.036792729049921036,-92.75264739990234,0.07841379195451736,0.18151426315307617,88.55564880371094,0.0
270336,1589.1776291309943,0.008440272882580757,0.11016845703125,,,,,,,,0.25927734375,-1.3985751867294312,0.09900204092264175,-0.004052871372550726,-0.6537805795669556,0.1710103154182434,6.867228984832764,0.17255333065986633,0.3176153898239136,0.3342018127441406,-4.724819660186768,0.23843017590259163,-0.01733795367181301,-75.53030395507812,0.06064494699239731,0.08527522534132004,138.9314422607422,0.0
278528,1645.176138152994,0.008708159439265728,0.11527099460363388,,,,,,,,0.3468017578125,-1.3549007177352905,0.09252092987298965,-0.000689158565364778,-0.6855688095092773,0.07133983075618744,4.713535308837891,0.11776168644428253,0.15867285430431366,0.49389028549194336,-6.527468681335449,0.24664643879592563,-0.020354989916086197,-100.404052734375,0.08260351419448853,0.16184723377227783,68.9581069946289,0.0
286720,1699.8271025729919,0.007896442897617817,0.10244140774011612,,,,,,,,0.2750244140625,-1.407624363899231,0.10023342072963715,-0.0044187321327626705,-0.7031704783439636,0.10381694883108139,5.496799468994141,0.1632152646780014,0.30430933833122253,0.3897446095943451,-5.051717758178711,0.24179001809868628,-0.01695721410214901,-81.16597747802734,0.0670207291841507,0.11580909788608551,148.3419189453125,0.0
294912,1761.68691176,0.009133550338447094,0.12944336235523224,,,,,,,,0.2772216796875,-1.4562052488327026,0.08856335282325745,0.0006550258258357644,-0.7206146717071533,0.1135326400399208,6.813480377197266,0.17004776000976562,0.28880128264427185,0.3816109597682953,-5.095530033111572,0.24331019543791965,-0.020981885492801666,-83.9555435180664,0.06651143729686737,0.11730717867612839,132.11334228515625,0.0
303104,1816.1693819759967,0.009467636235058308,0.13552246987819672,,,,,,,,0.3095703125,-1.4467722177505493,0.08375391364097595,0.0002524001174606383,-0.7395598292350769,0.08197223395109177,5.047143459320068,0.14732472598552704,0.2337268888950348,0.42821332812309265,-5.761971950531006,0.24257765524005703,-0.018896378576755524,-95.80889892578125,0.05929297208786011,0.1354750394821167,104.50617980957031,0.0
311296,1873.7897383730015,0.008062980137765408,0.10812988132238388,,,,,,,,0.294677734375,-1.3858938217163086,0.08881781995296478,-0.0012875100364908576,-0.7595902681350708,0.09321163594722748,6.040676116943359,0.14252041280269623,0.21303950250148773,0.3999778926372528,-5.453823566436768,0.2425674782872872,-0.017586996778845787,-93.41351318359375,0.06841455399990082,0.1429702788591385,90.68013000488281,0.0
319488,1930.1520718579995,0.011598850600421429,0.17808838188648224,,,,,,,,0.2908935546875,-1.4018079042434692,0.09156254678964615,-0.0017828431446105242,-0.7729093432426453,0.10693913698196411,6.568261623382568,0.1545497179031372,0.2570030391216278,0.37326952815055847,-5.375853061676025,0.2462003109968498,-0.024338888004422188,-96.50169372558594,0.07434075325727463,0.11925855278968811,127.47810363769531,0.0
327680,1978.775988013993,0.006938147824257612,0.08547363430261612,0.006332092603154704,0.28501343823967673,0.2545271316685048,3,-18.752640783102393,0.15000000000000002,nan,0.3248291015625,-1.4210745096206665,0.08440399169921875,-0.0012847332982346416,-0.7974139451980591,0.0789635181427002,6.282249927520752,0.14581181108951569,0.20240163803100586,0.43500232696533203,-6.077047348022461,0.24162190579687548,-0.016502080485224724,-107.25045013427734,0.06942486763000488,0.1501651555299759,111.7557373046875,0.0
