tlist,guess,amplist
18.3,-0.574889475165082,-3.3437799931837815
18.31,-0.560554020819459,-3.324527312893158
18.32,-0.5446178125002226,-3.3139500134459037
18.33,-0.5271263586647981,-3.3112875521712835
18.34,-0.5081296090293483,-3.315414363835363
18.35,-0.48768181192915216,-3.3248057068440753
18.36,-0.4658413594035894,-3.337512624211415
18.37,-0.442670620448098,-3.351147203011749
18.38,-0.41823576290927383,-3.362878238559902
18.39,-0.3926065645317083,-3.3694362542644396
18.4,-0.3658562136962167,-3.3671258374727597
18.41,-0.33806110041840665,-3.3518427383263996
18.42,-0.3093005982044382,-3.3190934955118565
18.43,-0.2796568373869641,-3.2640168562525935
18.44,-0.24921447058850338,-3.181409271151937
18.45,-0.2180604309819686,-3.065761511581645
18.46,-0.18628368403872392,-2.9113200478843493
18.47,-0.15397497347311848,-2.7121949115740627
18.48,-0.12122656210889751,-2.4625441591359944
18.49,-0.08813196840757206,-2.156870984898486
18.5,-0.054785699411099564,-1.790467839602231
18.51,-0.021282980861555993,-1.3600250153072564
18.52,0.012280514731616041,-0.8643813283164903
18.53,0.04580894130017669,-0.30533011744532357
18.54,0.07920655292122607,0.3116817100421497
18.55,0.11237797723540466,0.9771769361484499
18.56,0.14522848779831282,1.6777970747980044
18.57,0.17766427458744005,2.3970809349848547
18.58,0.20959271189204032,3.11681140113857
18.59,0.24092262282105037,3.8187010959319396
18.6,0.2715645396736823,4.486082758042976
18.61,0.3014309594291086,5.105266917519686
18.62,0.3304365936256828,5.666328861793347
18.63,0.3584986119161542,6.163253012289279
18.64,0.3855368786033172,6.5935313845997765
18.65,0.4114741814806123,6.9574206294847585
18.66,0.43623645232427277,7.257082822039563
18.67,0.45975297840729173,7.49578766293668
18.68,0.4819566044312089,7.677279460624198
18.69,0.5027839242990748,7.805346273953062
18.7,0.5221754621819774,7.883586781537833
18.71,0.540075842362032,7.91535238302963
18.72,0.5564339473668073,7.903839475138036
18.73,0.5712030639436716,7.852310105998671
18.74,0.5843410164571491,7.764419857717861
18.75,0.5958102873283666,7.644623134593399
18.76,0.6055781241726458,7.498603657028771
18.77,0.6136166333293167,7.333642244307227
18.78,0.6199028595166508,7.158794637840012
18.79,0.6244188513844208,6.984732111676044
18.8,0.6271517127769326,6.823128927851854
18.81,0.6280936395601133,6.685585163033326
18.82,0.6272419419074973,6.582234490377914
18.83,0.6245990519814646,6.520337933521387
18.84,0.6201725169878048,6.503221609830158
18.85,0.6139749776234305,6.529835060011685
18.86,0.606024131978793,6.595019215590376
18.87,0.5963426849980854,6.690365749013897
18.88,0.5849582836415483,6.805406845748778
18.89,0.5719034379350301,6.9288366087672895
18.9,0.5572154281322854,7.049521653415505
18.91,0.5409361982550949,7.157165952900013
18.92,0.5231122363152185,7.2426049215187795
18.93,0.5037944415602573,7.297782641548212
18.94,0.4830379791225088,7.315503782710819
18.95,0.460902122485868,7.289056298715317
18.96,0.43745008422066606,7.2117887557981035
18.97,0.41274883546982827,7.076713174171336
18.98,0.3868689147017704,6.876202370657962
18.99,0.3598842262762293,6.6018669341432
19.0,0.3318718293982291,6.2447324227985614
19.01,0.30291171806291006,5.795883299530024
19.02,0.27308659261953117,5.247766970384828
19.03,0.24248162360703682,4.596294025168733
19.04,0.21118420853563866,3.8436262240053263
19.05,0.17928372230888018,3.0010277778262293
19.06,0.14687126199893608,2.0904868134935426
19.07,0.11403938670395118,1.1435467482904709
19.08,0.08088185323038405,0.19669752004352842
19.09,0.047493348355059965,-0.715308294585266
19.1,0.013969218431523168,-1.5653440496624345
19.11,-0.019594802887105786,-2.3367148596010137
19.12,-0.05310286803126951,-3.0226610614597127
19.13,-0.08645928922345615,-3.6239191019668913
19.14,-0.11956881173035139,-4.1458817039664755
19.15,-0.152336885878322,-4.5962594701153705
19.16,-0.18466993705554785,-4.983495409590531
19.17,-0.21647563292968247,-5.315835822652934
19.18,-0.24766314711796744,-5.600861945585168
19.19,-0.2781434185568579,-5.845305650373558
19.2,-0.3078294058305217,-6.055023240953676
19.21,-0.3366363357318862,-6.235047935196135
19.22,-0.3644819453464082,-6.389674947075335
19.23,-0.3912867169673464,-6.52255432206149
19.24,-0.41697410517161926,-6.636779296501632
19.25,-0.4414707554078239,-6.734965060569574
19.26,-0.46470671347216763,-6.819316601798411
19.27,-0.48661562527418933,-6.891686190180431
19.28,-0.5071349263217673,-6.953621876708712
19.29,-0.5262060203842651,-7.0064086036448385
19.3,-0.5437744468236905,-7.051103445467601
19.31,-0.5597900361159817,-7.088566272312253
19.32,-0.5742070531183269,-7.119486842622195
19.33,-0.5869843276733516,-7.144409040389894
19.34,-0.5980853721772597,-7.163752704499775
19.35,-0.6074784857761817,-7.177833269614092
19.36,-0.615136844893158,-7.186879257138357
19.37,-0.6210385798272622,-7.191047522106437
19.38,-0.6251668372061219,-7.1904360739246584
19.39,-0.6275098281134921,-7.18509423961601
19.4,-0.6280608617544343,-7.175029920085496
19.41,-0.6268183645619811,-7.160213695675555
19.42,-0.623785884690716,-7.14057956065574
19.43,-0.6189720818844335,-7.116022102570416
19.44,-0.6123907027468241,-7.086389988241857
19.45,-0.6040605414857876,-7.051475671221458
19.46,-0.5940053862434874,-7.011001293116258
19.47,-0.582253951165417,-6.964600810166722
19.48,-0.5688397944024395,-6.911798432120668
19.49,-0.5538012222799831,-6.851983507361242
19.5,-0.5371811799080364,-6.7843820216648885
19.51,-0.5190271285443604,-6.708024897126438
19.52,-0.4993909100610687,-6.621713291034617
19.53,-0.4783285989016448,-6.523981126514832
19.54,-0.4559003419511868,-6.413055188142672
19.55,-0.4321701867771063,-6.286813374741458
19.56,-0.4072058987307917,-6.142742258018363
19.57,-0.38107876743250935,-5.977896155070424
19.58,-0.353863403192223,-5.788861765411172
19.59,-0.32563752394761003,-5.571735394228653
19.6,-0.2964817333277221,-5.322124233769792
19.61,-0.26647929047610797,-5.03518929419633
19.62,-0.2357158722906822,-4.705755034183485
19.63,-0.2042793287592662,-4.3285180511165775
19.64,-0.17225943208953037,-3.898390817302579
19.65,-0.1397476203497603,-3.4110101052808766
19.66,-0.10683673635242577,-2.863415048055595
19.67,-0.07362076252629324,-2.254850200091457
19.68,-0.040194552534189604,-1.5875781954085204
19.69,-0.006653560402819376,-0.867517778485197
19.7,0.02690643206189145,-0.10449760733292508
19.71,0.060389588795461094,0.6880287918166351
